season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2017/18,6,6,Maccabi Haifa,6,3,1,2,8,7,1,10
2017/18,6,7,Bnei Sakhnin,6,3,1,2,7,7,0,10
2017/18,6,8,Kiryat Shmona,6,2,2,2,7,5,2,8
2017/18,6,9,H. Ashkelon,6,2,2,2,9,8,1,8
2017/18,6,10,Bnei Yehuda,6,2,2,2,6,5,1,8
2017/18,6,11,M. Petah Tikva,6,2,0,4,5,12,-7,6
2017/18,6,12,Hapoel Acre,6,1,2,3,8,10,-2,5
2017/18,6,13,Hapoel Ra'anana,6,0,1,5,3,13,-10,1
2017/18,6,14,FC Ashdod,6,0,1,5,2,12,-10,1
2017/18,7,1,Hapoel Haifa,7,5,2,0,16,6,10,17
2017/18,7,2,B. Jerusalem,7,4,2,1,19,10,9,14
2017/18,7,3,H. Beer Sheva,7,4,2,1,11,7,4,14
2017/18,7,4,M. Tel Aviv,7,4,2,1,11,8,3,14
2017/18,7,5,Maccabi Netanya,7,3,2,2,16,10,6,11
2017/18,7,6,Maccabi Haifa,7,3,2,2,10,9,1,11
2017/18,7,7,Bnei Sakhnin,7,3,2,2,7,7,0,11
2017/18,7,8,Kiryat Shmona,7,2,3,2,7,5,2,9
2017/18,7,9,H. Ashkelon,7,2,3,2,10,9,1,9
2017/18,7,10,Bnei Yehuda,7,2,2,3,6,7,-1,8
2017/18,7,11,M. Petah Tikva,7,2,1,4,7,14,-7,7
2017/18,7,12,Hapoel Acre,7,1,2,4,8,14,-6,5
2017/18,7,13,FC Ashdod,7,0,2,5,3,13,-10,2
2017/18,7,14,Hapoel Ra'anana,7,0,1,6,4,16,-12,1
2017/18,8,1,Hapoel Haifa,8,6,2,0,17,6,11,20
2017/18,8,2,B. Jerusalem,8,5,2,1,21,11,10,17
2017/18,8,3,H. Beer Sheva,8,5,2,1,13,8,5,17
2017/18,8,4,Maccabi Netanya,8,4,2,2,19,11,8,14
2017/18,8,5,M. Tel Aviv,8,4,2,2,12,10,2,14
2017/18,8,6,Maccabi Haifa,8,3,2,3,11,11,0,11
2017/18,8,7,Bnei Sakhnin,8,3,2,3,7,8,-1,11
2017/18,8,8,M. Petah Tikva,8,3,1,4,10,15,-5,10
2017/18,8,9,Kiryat Shmona,8,2,3,3,8,8,0,9
2017/18,8,10,H. Ashkelon,8,2,3,3,11,12,-1,9
2017/18,8,11,Bnei Yehuda,8,2,2,4,7,9,-2,8
2017/18,8,12,Hapoel Acre,8,1,2,5,8,16,-8,5
2017/18,8,13,FC Ashdod,8,1,2,5,5,14,-9,5
2017/18,8,14,Hapoel Ra'anana,8,1,1,6,6,16,-10,4
2017/18,9,1,Hapoel Haifa,9,7,2,0,19,6,13,23
2017/18,9,2,B. Jerusalem,9,6,2,1,23,11,12,20
2017/18,9,3,H. Beer Sheva,9,6,2,1,16,9,7,20
2017/18,9,4,M. Tel Aviv,9,5,2,2,17,12,5,17
2017/18,9,5,Maccabi Netanya,9,4,3,2,19,11,8,15
2017/18,9,6,Kiryat Shmona,9,3,3,3,9,8,1,12
2017/18,9,7,Bnei Sakhnin,9,3,3,3,7,8,-1,12
2017/18,9,8,Maccabi Haifa,9,3,2,4,11,12,-1,11
2017/18,9,9,Bnei Yehuda,9,3,2,4,9,10,-1,11
2017/18,9,10,M. Petah Tikva,9,3,1,5,11,17,-6,10
2017/18,9,11,H. Ashkelon,9,2,3,4,11,14,-3,9
2017/18,9,12,Hapoel Acre,9,1,2,6,10,21,-11,5
2017/18,9,13,FC Ashdod,9,1,2,6,6,17,-11,5
2017/18,9,14,Hapoel Ra'anana,9,1,1,7,6,18,-12,4
2017/18,10,1,Hapoel Haifa,10,7,2,1,19,8,11,23
2017/18,10,2,H. Beer Sheva,10,7,2,1,18,9,9,23
2017/18,10,3,B. Jerusalem,10,6,2,2,25,14,11,20
2017/18,10,4,M. Tel Aviv,10,6,2,2,18,12,6,20
2017/18,10,5,Maccabi Netanya,10,5,3,2,21,11,10,18
2017/18,10,6,Maccabi Haifa,10,4,2,4,13,12,1,14
2017/18,10,7,Bnei Yehuda,10,4,2,4,12,12,0,14
2017/18,10,8,Kiryat Shmona,10,3,4,3,9,8,1,13
2017/18,10,9,Bnei Sakhnin,10,3,3,4,7,10,-3,12
2017/18,10,10,H. Ashkelon,10,2,4,4,11,14,-3,10
2017/18,10,11,M. Petah Tikva,10,3,1,6,11,19,-8,10
2017/18,10,12,Hapoel Acre,10,2,2,6,11,21,-10,8
2017/18,10,13,FC Ashdod,10,1,2,7,6,18,-12,5
2017/18,10,14,Hapoel Ra'anana,10,1,1,8,6,19,-13,4
2017/18,11,1,Hapoel Haifa,11,7,3,1,21,10,11,24
2017/18,11,2,H. Beer Sheva,11,7,3,1,20,11,9,24
2017/18,11,3,B. Jerusalem,11,6,3,2,27,16,11,21
2017/18,11,4,M. Tel Aviv,11,6,3,2,20,14,6,21
2017/18,11,5,Maccabi Netanya,11,5,4,2,22,12,10,19
2017/18,11,6,Kiryat Shmona,11,4,4,3,11,9,2,16
2017/18,11,7,Maccabi Haifa,11,4,3,4,14,13,1,15
2017/18,11,8,Bnei Sakhnin,11,4,3,4,9,11,-2,15
2017/18,11,9,Bnei Yehuda,11,4,2,5,13,14,-1,14
2017/18,11,10,M. Petah Tikva,11,4,1,6,14,19,-5,13
2017/18,11,11,H. Ashkelon,11,2,4,5,12,16,-4,10
2017/18,11,12,Hapoel Acre,11,2,2,7,11,24,-13,8
2017/18,11,13,Hapoel Ra'anana,11,2,1,8,7,19,-12,7
2017/18,11,14,FC Ashdod,11,1,2,8,6,19,-13,5
2017/18,12,1,Hapoel Haifa,12,8,3,1,22,10,12,27
2017/18,12,2,H. Beer Sheva,12,8,3,1,23,12,11,27
2017/18,12,3,B. Jerusalem,12,7,3,2,30,17,13,24
2017/18,12,4,M. Tel Aviv,12,6,4,2,21,15,6,22
2017/18,12,5,Maccabi Netanya,12,5,5,2,23,13,10,20
2017/18,12,6,Bnei Yehuda,12,5,2,5,16,14,2,17
2017/18,12,7,Kiryat Shmona,12,4,4,4,12,12,0,16
2017/18,12,8,Maccabi Haifa,12,4,3,5,14,14,0,15
2017/18,12,9,Bnei Sakhnin,12,4,3,5,9,14,-5,15
2017/18,12,10,M. Petah Tikva,12,4,2,6,14,19,-5,14
2017/18,12,11,H. Ashkelon,12,2,5,5,13,17,-4,11
2017/18,12,12,Hapoel Ra'anana,12,2,2,8,7,19,-12,8
2017/18,12,13,Hapoel Acre,12,2,2,8,12,27,-15,8
2017/18,12,14,FC Ashdod,12,1,3,8,7,20,-13,6
2017/18,13,1,H. Beer Sheva,13,9,3,1,26,13,13,30
2017/18,13,2,Hapoel Haifa,13,8,4,1,23,11,12,28
2017/18,13,3,B. Jerusalem,13,8,3,2,33,19,14,27
2017/18,13,4,M. Tel Aviv,13,6,5,2,21,15,6,23
2017/18,13,5,Maccabi Netanya,13,5,5,3,24,15,9,20
2017/18,13,6,Bnei Yehuda,13,6,2,5,18,15,3,20
2017/18,13,7,Kiryat Shmona,13,5,4,4,16,12,4,19
2017/18,13,8,Maccabi Haifa,13,4,4,5,15,15,0,16
2017/18,13,9,M. Petah Tikva,13,4,3,6,14,19,-5,15
2017/18,13,10,Bnei Sakhnin,13,4,3,6,10,17,-7,15
2017/18,13,11,H. Ashkelon,13,2,6,5,14,18,-4,12
2017/18,13,12,Hapoel Ra'anana,13,2,2,9,9,22,-13,8
2017/18,13,13,Hapoel Acre,13,2,2,9,12,31,-19,8
2017/18,13,14,FC Ashdod,13,1,4,8,8,21,-13,7
2017/18,14,1,H. Beer Sheva,14,9,3,2,26,14,12,30
2017/18,14,2,Hapoel Haifa,14,8,5,1,23,11,12,29
2017/18,14,3,B. Jerusalem,14,8,3,3,34,21,13,27
2017/18,14,4,M. Tel Aviv,14,7,5,2,23,16,7,26
2017/18,14,5,Maccabi Netanya,14,6,5,3,25,15,10,23
2017/18,14,6,Bnei Yehuda,14,7,2,5,20,15,5,23
2017/18,14,7,Kiryat Shmona,14,5,4,5,16,14,2,19
2017/18,14,8,Bnei Sakhnin,14,5,3,6,12,18,-6,18
2017/18,14,9,Maccabi Haifa,14,4,4,6,15,17,-2,16
2017/18,14,10,M. Petah Tikva,14,4,4,6,15,20,-5,16
2017/18,14,11,H. Ashkelon,14,2,7,5,14,18,-4,13
2017/18,14,12,Hapoel Ra'anana,14,3,2,9,11,22,-11,11
2017/18,14,13,FC Ashdod,14,1,5,8,9,22,-13,8
2017/18,14,14,Hapoel Acre,14,2,2,10,13,33,-20,8
2017/18,15,1,H. Beer Sheva,15,10,3,2,28,14,14,33
2017/18,15,2,Hapoel Haifa,15,9,5,1,25,11,14,32
2017/18,15,3,B. Jerusalem,15,9,3,3,37,22,15,30
2017/18,15,4,M. Tel Aviv,15,8,5,2,25,17,8,29
2017/18,15,5,Maccabi Netanya,15,7,5,3,28,15,13,26
2017/18,15,6,Bnei Yehuda,15,8,2,5,23,16,7,26
2017/18,15,7,Kiryat Shmona,15,5,4,6,17,16,1,19
2017/18,15,8,Bnei Sakhnin,15,5,4,6,13,19,-6,19
2017/18,15,9,Maccabi Haifa,15,4,4,7,15,19,-4,16
2017/18,15,10,M. Petah Tikva,15,4,4,7,15,22,-7,16
2017/18,15,11,H. Ashkelon,15,2,7,6,15,21,-6,13
2017/18,15,12,Hapoel Ra'anana,15,3,3,9,12,23,-11,12
2017/18,15,13,FC Ashdod,15,1,5,9,10,25,-15,8
2017/18,15,14,Hapoel Acre,15,2,2,11,13,36,-23,8
2017/18,16,1,H. Beer Sheva,16,11,3,2,29,14,15,36
2017/18,16,2,Hapoel Haifa,16,10,5,1,26,11,15,35
2017/18,16,3,B. Jerusalem,16,10,3,3,38,22,16,33
2017/18,16,4,M. Tel Aviv,16,9,5,2,26,17,9,32
2017/18,16,5,Maccabi Netanya,16,7,6,3,30,17,13,27
2017/18,16,6,Bnei Yehuda,16,8,2,6,23,17,6,26
2017/18,16,7,Kiryat Shmona,16,5,4,7,18,18,0,19
2017/18,16,8,Bnei Sakhnin,16,5,4,7,13,20,-7,19
2017/18,16,9,Maccabi Haifa,16,4,4,8,15,20,-5,16
2017/18,16,10,M. Petah Tikva,16,4,4,8,15,23,-8,16
2017/18,16,11,H. Ashkelon,16,2,7,7,15,22,-7,13
2017/18,16,12,Hapoel Ra'anana,16,3,4,9,14,25,-11,13
2017/18,16,13,FC Ashdod,16,2,5,9,12,26,-14,11
2017/18,16,14,Hapoel Acre,16,3,2,11,14,36,-22,11
2017/18,17,1,H. Beer Sheva,17,11,4,2,29,14,15,37
2017/18,17,2,B. Jerusalem,17,11,3,3,40,22,18,36
2017/18,17,3,Hapoel Haifa,17,10,5,2,26,13,13,35
2017/18,17,4,M. Tel Aviv,17,10,5,2,29,17,12,35
2017/18,17,5,Maccabi Netanya,17,7,6,4,30,20,10,27
2017/18,17,6,Bnei Yehuda,17,8,3,6,23,17,6,27
2017/18,17,7,Bnei Sakhnin,17,6,4,7,15,21,-6,22
2017/18,17,8,Kiryat Shmona,17,5,4,8,18,20,-2,19
2017/18,17,9,Maccabi Haifa,17,5,4,8,18,20,-2,19
2017/18,17,10,M. Petah Tikva,17,5,4,8,17,23,-6,19
2017/18,17,11,H. Ashkelon,17,3,7,7,16,22,-6,16
2017/18,17,12,Hapoel Ra'anana,17,3,4,10,14,28,-14,13
2017/18,17,13,FC Ashdod,17,2,5,10,13,28,-15,11
2017/18,17,14,Hapoel Acre,17,3,2,12,14,37,-23,11
2017/18,18,1,H. Beer Sheva,18,11,5,2,30,15,15,38
2017/18,18,2,M. Tel Aviv,18,11,5,2,32,18,14,38
2017/18,18,3,B. Jerusalem,18,11,4,3,41,23,18,37
2017/18,18,4,Hapoel Haifa,18,10,6,2,27,14,13,36
2017/18,18,5,Bnei Yehuda,18,9,3,6,25,18,7,30
2017/18,18,6,Maccabi Netanya,18,7,7,4,32,22,10,28
2017/18,18,7,M. Petah Tikva,18,6,4,8,19,23,-4,22
2017/18,18,8,Bnei Sakhnin,18,6,4,8,15,23,-8,22
2017/18,18,9,Kiryat Shmona,18,5,5,8,19,21,-2,20
2017/18,18,10,Maccabi Haifa,18,5,4,9,19,23,-4,19
2017/18,18,11,H. Ashkelon,18,3,7,8,16,23,-7,16
2017/18,18,12,Hapoel Ra'anana,18,4,4,10,15,28,-13,16
2017/18,18,13,FC Ashdod,18,2,6,10,15,30,-15,12
2017/18,18,14,Hapoel Acre,18,3,2,13,15,39,-24,11
2017/18,19,1,M. Tel Aviv,19,12,5,2,35,19,16,41
2017/18,19,2,H. Beer Sheva,19,12,5,2,31,15,16,41
2017/18,19,3,B. Jerusalem,19,12,4,3,45,25,20,40
2017/18,19,4,Hapoel Haifa,19,10,6,3,27,16,11,36
2017/18,19,5,Bnei Yehuda,19,9,4,6,26,19,7,31
2017/18,19,6,Maccabi Netanya,19,7,8,4,33,23,10,29
2017/18,19,7,Kiryat Shmona,19,6,5,8,21,21,0,23
2017/18,19,8,M. Petah Tikva,19,6,5,8,20,24,-4,23
2017/18,19,9,Bnei Sakhnin,19,6,4,9,17,27,-10,22
2017/18,19,10,Maccabi Haifa,19,5,5,9,19,23,-4,20
2017/18,19,11,Hapoel Ra'anana,19,4,5,10,16,29,-13,17
2017/18,19,12,H. Ashkelon,19,3,7,9,17,26,-9,16
2017/18,19,13,FC Ashdod,19,2,7,10,15,30,-15,13
2017/18,19,14,Hapoel Acre,19,3,2,14,15,40,-25,11
2017/18,20,1,H. Beer Sheva,20,13,5,2,34,16,18,44
2017/18,20,2,M. Tel Aviv,20,12,6,2,35,19,16,42
2017/18,20,3,B. Jerusalem,20,12,4,4,46,27,19,40
2017/18,20,4,Hapoel Haifa,20,11,6,3,28,16,12,39
2017/18,20,5,Maccabi Netanya,20,8,8,4,35,24,11,32
2017/18,20,6,Bnei Yehuda,20,9,5,6,26,19,7,32
2017/18,20,7,Kiryat Shmona,20,7,5,8,23,22,1,26
2017/18,20,8,M. Petah Tikva,20,6,6,8,21,25,-4,24
2017/18,20,9,Bnei Sakhnin,20,6,4,10,18,29,-11,22
2017/18,20,10,Maccabi Haifa,20,5,6,9,20,24,-4,21
2017/18,20,11,Hapoel Ra'anana,20,4,5,11,17,32,-15,17
2017/18,20,12,H. Ashkelon,20,3,7,10,18,28,-10,16
2017/18,20,13,FC Ashdod,20,3,7,10,17,31,-14,16
2017/18,20,14,Hapoel Acre,20,3,2,15,15,41,-26,11
2017/18,21,1,M. Tel Aviv,21,13,6,2,36,19,17,45
2017/18,21,2,H. Beer Sheva,21,13,5,3,34,17,17,44
2017/18,21,3,B. Jerusalem,21,13,4,4,49,28,21,43
2017/18,21,4,Hapoel Haifa,21,12,6,3,29,16,13,42
2017/18,21,5,Maccabi Netanya,21,9,8,4,37,25,12,35
2017/18,21,6,Bnei Yehuda,21,9,6,6,27,20,7,33
2017/18,21,7,M. Petah Tikva,21,7,6,8,24,25,-1,27
2017/18,21,8,Kiryat Shmona,21,7,5,9,24,24,0,26
2017/18,21,9,Bnei Sakhnin,21,6,4,11,18,30,-12,22
2017/18,21,10,Maccabi Haifa,21,5,6,10,21,27,-6,21
2017/18,21,11,FC Ashdod,21,3,8,10,18,32,-14,17
2017/18,21,12,Hapoel Ra'anana,21,4,5,12,17,33,-16,17
2017/18,21,13,H. Ashkelon,21,3,7,11,18,31,-13,16
2017/18,21,14,Hapoel Acre,21,4,2,15,16,41,-25,14
2017/18,22,1,M. Tel Aviv,22,14,6,2,38,19,19,48
2017/18,22,2,H. Beer Sheva,22,14,5,3,36,17,19,47
2017/18,22,3,B. Jerusalem,22,14,4,4,52,29,23,46
2017/18,22,4,Hapoel Haifa,22,12,7,3,30,17,13,43
2017/18,22,5,Maccabi Netanya,22,9,9,4,38,26,12,36
2017/18,22,6,Bnei Yehuda,22,10,6,6,29,21,8,36
2017/18,22,7,M. Petah Tikva,22,7,6,9,25,27,-2,27
2017/18,22,8,Kiryat Shmona,22,7,5,10,24,28,-4,26
2017/18,22,9,Maccabi Haifa,22,6,6,10,25,27,-2,24
2017/18,22,10,Bnei Sakhnin,22,6,5,11,19,31,-12,23
2017/18,22,11,Hapoel Ra'anana,22,4,6,12,18,34,-16,18
2017/18,22,12,FC Ashdod,22,3,8,11,18,34,-16,17
2017/18,22,13,H. Ashkelon,22,3,7,12,19,34,-15,16
2017/18,22,14,Hapoel Acre,22,4,2,16,16,43,-27,14
2017/18,23,1,H. Beer Sheva,23,15,5,3,39,17,22,50
2017/18,23,2,B. Jerusalem,23,15,4,4,54,29,25,49
2017/18,23,3,M. Tel Aviv,23,14,6,3,38,20,18,48
2017/18,23,4,Hapoel Haifa,23,13,7,3,32,17,15,46
2017/18,23,5,Maccabi Netanya,23,9,9,5,38,28,10,36
2017/18,23,6,Bnei Yehuda,23,10,6,7,29,23,6,36
2017/18,23,7,Kiryat Shmona,23,8,5,10,25,28,-3,29
2017/18,23,8,M. Petah Tikva,23,7,6,10,25,30,-5,27
2017/18,23,9,Bnei Sakhnin,23,7,5,11,20,31,-11,26
2017/18,23,10,Maccabi Haifa,23,6,6,11,25,28,-3,24
2017/18,23,11,Hapoel Ra'anana,23,5,6,12,19,34,-15,21
2017/18,23,12,FC Ashdod,23,4,8,11,21,36,-15,20
2017/18,23,13,H. Ashkelon,23,3,7,13,19,35,-16,16
2017/18,23,14,Hapoel Acre,23,4,2,17,18,46,-28,14
2017/18,24,1,M. Tel Aviv,24,15,6,3,42,20,22,51
2017/18,24,2,H. Beer Sheva,24,15,6,3,40,18,22,51
2017/18,24,3,B. Jerusalem,24,15,5,4,55,30,25,50
2017/18,24,4,Hapoel Haifa,24,13,7,4,32,21,11,46
2017/18,24,5,Maccabi Netanya,24,10,9,5,40,29,11,39
2017/18,24,6,Bnei Yehuda,24,11,6,7,30,23,7,39
2017/18,24,7,M. Petah Tikva,24,8,6,10,27,31,-4,30
2017/18,24,8,Kiryat Shmona,24,8,5,11,25,29,-4,29
2017/18,24,9,Bnei Sakhnin,24,8,5,11,22,31,-9,29
2017/18,24,10,Maccabi Haifa,24,6,6,12,26,30,-4,24
2017/18,24,11,Hapoel Ra'anana,24,6,6,12,21,35,-14,24
2017/18,24,12,FC Ashdod,24,4,8,12,22,38,-16,20
2017/18,24,13,H. Ashkelon,24,3,7,14,19,37,-18,16
2017/18,24,14,Hapoel Acre,24,4,2,18,19,48,-29,14
2017/18,25,1,H. Beer Sheva,25,16,6,3,41,18,23,54
2017/18,25,2,B. Jerusalem,25,16,5,4,58,30,28,53
2017/18,25,3,M. Tel Aviv,25,15,7,3,42,20,22,52
2017/18,25,4,Hapoel Haifa,25,14,7,4,35,21,14,49
2017/18,25,5,Maccabi Netanya,25,11,9,5,42,29,13,42
2017/18,25,6,Bnei Yehuda,25,11,7,7,32,25,7,40
2017/18,25,7,M. Petah Tikva,25,9,6,10,30,33,-3,33
2017/18,25,8,Bnei Sakhnin,25,8,6,11,24,33,-9,30
2017/18,25,9,Kiryat Shmona,25,8,5,12,25,30,-5,29
2017/18,25,10,Maccabi Haifa,25,6,6,13,26,33,-7,24
2017/18,25,11,Hapoel Ra'anana,25,6,6,13,23,38,-15,24
2017/18,25,12,FC Ashdod,25,4,9,12,22,38,-16,21
2017/18,25,13,H. Ashkelon,25,3,7,15,19,39,-20,16
2017/18,25,14,Hapoel Acre,25,4,2,19,19,51,-32,14
2017/18,26,1,H. Beer Sheva,26,17,6,3,43,18,25,57
2017/18,26,2,B. Jerusalem,26,17,5,4,60,30,30,56
2017/18,26,3,M. Tel Aviv,26,16,7,3,44,20,24,55
2017/18,26,4,Hapoel Haifa,26,15,7,4,36,21,15,52
2017/18,26,5,Maccabi Netanya,26,12,9,5,43,29,14,45
2017/18,26,6,Bnei Yehuda,26,11,7,8,32,26,6,40
2017/18,26,7,M. Petah Tikva,26,9,6,11,30,35,-5,33
2017/18,26,8,Kiryat Shmona,26,9,5,12,28,30,-2,32
2017/18,26,9,Bnei Sakhnin,26,8,6,12,24,35,-11,30
2017/18,26,10,Maccabi Haifa,26,6,7,13,26,33,-7,25
2017/18,26,11,Hapoel Ra'anana,26,6,6,14,23,40,-17,24
2017/18,26,12,FC Ashdod,26,4,9,13,22,39,-17,21
2017/18,26,13,H. Ashkelon,26,3,8,15,19,39,-20,17
2017/18,26,14,Hapoel Acre,26,4,2,20,19,54,-35,14
