round,home,score,away,season,season_year
51,Hapoel Acre,0:2,Hapoel Raanana,2017/18,2017
52,Maccabi Netanya,3:1,Kiryat Shmona,2017/18,2017
53,Maccabi Haifa,1:2,B. Jerusalem,2017/18,2017
54,H. Ashkelon,1:3,M. Petah Tikva,2017/18,2017
55,Bnei Sakhnin,0:1,Hapoel Haifa,2017/18,2017
56,H. Beer Sheva,2:1,M. Tel Aviv,2017/18,2017
57,Bnei Sakhnin,0:0,Maccabi Netanya,2017/18,2017
58,Hapoel Haifa,2:0,Hapoel Raanana,2017/18,2017
59,Kiryat Shmona,1:0,Maccabi Haifa,2017/18,2017
60,B. Jerusalem,2:0,H. Ashkelon,2017/18,2017
61,M. Tel Aviv,5:2,Hapoel Acre,2017/18,2017
62,FC Ashdod,1:3,H. Beer Sheva,2017/18,2017
63,M. Petah Tikva,1:2,Bnei Yehuda,2017/18,2017
64,Hapoel Acre,1:0,FC Ashdod,2017/18,2017
65,Maccabi Netanya,2:0,Hapoel Haifa,2017/18,2017
66,Bnei Yehuda,3:2,B. Jerusalem,2017/18,2017
67,M. Petah Tikva,0:2,H. Beer Sheva,2017/18,2017
68,Hapoel Raanana,0:1,M. Tel Aviv,2017/18,2017
69,Maccabi Haifa,2:0,Bnei Sakhnin,2017/18,2017
70,H. Ashkelon,0:0,Kiryat Shmona,2017/18,2017
71,Bnei Sakhnin,2:1,H. Ashkelon,2017/18,2017
72,Kiryat Shmona,2:1,Bnei Yehuda,2017/18,2017
73,Maccabi Netanya,1:1,Maccabi Haifa,2017/18,2017
74,Hapoel Acre,0:3,M. Petah Tikva,2017/18,2017
75,FC Ashdod,0:1,Hapoel Raanana,2017/18,2017
76,Hapoel Haifa,2:2,M. Tel Aviv,2017/18,2017
77,B. Jerusalem,2:2,H. Beer Sheva,2017/18,2017
78,M. Tel Aviv,1:1,FC Ashdod,2017/18,2017
79,Bnei Yehuda,3:0,Bnei Sakhnin,2017/18,2017
80,H. Ashkelon,1:1,Maccabi Netanya,2017/18,2017
81,Hapoel Acre,1:3,B. Jerusalem,2017/18,2017
82,Hapoel Raanana,0:0,M. Petah Tikva,2017/18,2017
83,H. Beer Sheva,3:1,Kiryat Shmona,2017/18,2017
84,Hapoel Haifa,1:0,Maccabi Haifa,2017/18,2017
85,FC Ashdod,1:1,Hapoel Haifa,2017/18,2017
86,Maccabi Netanya,1:2,Bnei Yehuda,2017/18,2017
87,Maccabi Haifa,1:1,H. Ashkelon,2017/18,2017
88,B. Jerusalem,3:2,Hapoel Raanana,2017/18,2017
89,Kiryat Shmona,4:0,Hapoel Acre,2017/18,2017
90,Bnei Sakhnin,1:3,H. Beer Sheva,2017/18,2017
91,M. Petah Tikva,0:0,M. Tel Aviv,2017/18,2017
92,M. Petah Tikva,1:1,FC Ashdod,2017/18,2017
93,Bnei Sakhnin,2:1,Hapoel Acre,2017/18,2017
94,H. Ashkelon,0:0,Hapoel Haifa,2017/18,2017
95,Maccabi Haifa,0:2,Bnei Yehuda,2017/18,2017
96,Kiryat Shmona,0:2,Hapoel Raanana,2017/18,2017
97,Maccabi Netanya,1:0,H. Beer Sheva,2017/18,2017
98,B. Jerusalem,1:2,M. Tel Aviv,2017/18,2017
99,Hapoel Acre,0:3,Maccabi Netanya,2017/18,2017
100,Bnei Yehuda,3:1,H. Ashkelon,2017/18,2017
101,Hapoel Haifa,2:0,M. Petah Tikva,2017/18,2017
102,M. Tel Aviv,2:1,Kiryat Shmona,2017/18,2017
103,Hapoel Raanana,1:1,Bnei Sakhnin,2017/18,2017
104,FC Ashdod,1:3,B. Jerusalem,2017/18,2017
105,H. Beer Sheva,2:0,Maccabi Haifa,2017/18,2017
106,Bnei Yehuda,0:1,Hapoel Haifa,2017/18,2017
107,Maccabi Haifa,0:1,Hapoel Acre,2017/18,2017
108,Maccabi Netanya,2:2,Hapoel Raanana,2017/18,2017
109,B. Jerusalem,1:0,M. Petah Tikva,2017/18,2017
110,Kiryat Shmona,1:2,FC Ashdod,2017/18,2017
111,H. Ashkelon,0:1,H. Beer Sheva,2017/18,2017
112,Bnei Sakhnin,0:1,M. Tel Aviv,2017/18,2017
113,FC Ashdod,1:2,Bnei Sakhnin,2017/18,2017
114,Hapoel Acre,0:1,H. Ashkelon,2017/18,2017
115,Hapoel Haifa,0:2,B. Jerusalem,2017/18,2017
116,M. Petah Tikva,2:0,Kiryat Shmona,2017/18,2017
117,H. Beer Sheva,0:0,Bnei Yehuda,2017/18,2017
118,M. Tel Aviv,3:0,Maccabi Netanya,2017/18,2017
119,Hapoel Raanana,0:3,Maccabi Haifa,2017/18,2017
120,Bnei Yehuda,2:1,Hapoel Acre,2017/18,2017
121,Bnei Sakhnin,0:2,M. Petah Tikva,2017/18,2017
122,Maccabi Netanya,2:2,FC Ashdod,2017/18,2017
123,Kiryat Shmona,1:1,B. Jerusalem,2017/18,2017
124,H. Ashkelon,0:1,Hapoel Raanana,2017/18,2017
125,H. Beer Sheva,1:1,Hapoel Haifa,2017/18,2017
126,Maccabi Haifa,1:3,M. Tel Aviv,2017/18,2017
127,Hapoel Haifa,0:2,Kiryat Shmona,2017/18,2017
128,Hapoel Raanana,1:1,Bnei Yehuda,2017/18,2017
129,FC Ashdod,0:0,Maccabi Haifa,2017/18,2017
130,Hapoel Acre,0:1,H. Beer Sheva,2017/18,2017
131,M. Petah Tikva,1:1,Maccabi Netanya,2017/18,2017
132,M. Tel Aviv,3:1,H. Ashkelon,2017/18,2017
133,B. Jerusalem,4:2,Bnei Sakhnin,2017/18,2017
134,Hapoel Acre,0:1,Hapoel Haifa,2017/18,2017
135,H. Ashkelon,1:2,FC Ashdod,2017/18,2017
136,Maccabi Haifa,1:1,M. Petah Tikva,2017/18,2017
137,H. Beer Sheva,3:1,Hapoel Raanana,2017/18,2017
138,Bnei Sakhnin,1:2,Kiryat Shmona,2017/18,2017
139,Bnei Yehuda,0:0,M. Tel Aviv,2017/18,2017
140,Maccabi Netanya,2:1,B. Jerusalem,2017/18,2017
141,Hapoel Haifa,1:0,Bnei Sakhnin,2017/18,2017
142,Hapoel Raanana,0:1,Hapoel Acre,2017/18,2017
143,Kiryat Shmona,1:2,Maccabi Netanya,2017/18,2017
144,B. Jerusalem,3:1,Maccabi Haifa,2017/18,2017
145,FC Ashdod,1:1,Bnei Yehuda,2017/18,2017
146,M. Tel Aviv,1:0,H. Beer Sheva,2017/18,2017
147,M. Petah Tikva,3:0,H. Ashkelon,2017/18,2017
148,Hapoel Raanana,1:1,Hapoel Haifa,2017/18,2017
149,Bnei Yehuda,2:1,M. Petah Tikva,2017/18,2017
150,Maccabi Haifa,4:0,Kiryat Shmona,2017/18,2017
151,H. Ashkelon,1:3,B. Jerusalem,2017/18,2017
152,Maccabi Netanya,1:1,Bnei Sakhnin,2017/18,2017
153,Hapoel Acre,0:2,M. Tel Aviv,2017/18,2017
154,H. Beer Sheva,2:0,FC Ashdod,2017/18,2017
155,H. Beer Sheva,3:0,M. Petah Tikva,2017/18,2017
156,M. Tel Aviv,0:1,Hapoel Raanana,2017/18,2017
157,FC Ashdod,3:2,Hapoel Acre,2017/18,2017
158,Bnei Sakhnin,1:0,Maccabi Haifa,2017/18,2017
159,Kiryat Shmona,1:0,H. Ashkelon,2017/18,2017
160,Hapoel Haifa,2:0,Maccabi Netanya,2017/18,2017
161,B. Jerusalem,2:0,Bnei Yehuda,2017/18,2017
162,Hapoel Raanana,2:1,FC Ashdod,2017/18,2017
163,H. Ashkelon,0:2,Bnei Sakhnin,2017/18,2017
164,Maccabi Haifa,1:2,Maccabi Netanya,2017/18,2017
165,M. Tel Aviv,4:0,Hapoel Haifa,2017/18,2017
166,Bnei Yehuda,1:0,Kiryat Shmona,2017/18,2017
167,H. Beer Sheva,1:1,B. Jerusalem,2017/18,2017
168,M. Petah Tikva,2:1,Hapoel Acre,2017/18,2017
169,M. Petah Tikva,3:2,Hapoel Raanana,2017/18,2017
170,Maccabi Netanya,2:0,H. Ashkelon,2017/18,2017
171,Bnei Sakhnin,2:2,Bnei Yehuda,2017/18,2017
172,FC Ashdod,0:0,M. Tel Aviv,2017/18,2017
173,Kiryat Shmona,0:1,H. Beer Sheva,2017/18,2017
174,B. Jerusalem,3:0,Hapoel Acre,2017/18,2017
175,Maccabi Haifa,0:3,Hapoel Haifa,2017/18,2017
176,Bnei Yehuda,0:1,Maccabi Netanya,2017/18,2017
177,Hapoel Haifa,1:0,FC Ashdod,2017/18,2017
178,H. Ashkelon,0:0,Maccabi Haifa,2017/18,2017
179,H. Beer Sheva,2:0,Bnei Sakhnin,2017/18,2017
180,Hapoel Acre,0:3,Kiryat Shmona,2017/18,2017
181,Hapoel Raanana,0:2,B. Jerusalem,2017/18,2017
182,M. Tel Aviv,2:0,M. Petah Tikva,2017/18,2017
