season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2025/26,4,11,FC Ashdod,4,1,0,3,6,14,-8,3
2025/26,4,12,Ironi Tiberias,4,1,0,3,4,16,-12,3
2025/26,4,13,M. Bnei Reineh,4,0,1,3,4,15,-11,1
2025/26,4,14,H. Jerusalem,4,0,0,4,4,11,-7,0
2025/26,5,1,H. Beer Sheva,5,5,0,0,20,4,16,15
2025/26,5,2,M. Tel Aviv,5,4,1,0,14,2,12,13
2025/26,5,3,Hapoel Tel Aviv,5,4,1,0,14,7,7,13
2025/26,5,4,B. Jerusalem,5,3,1,1,9,6,3,10
2025/26,5,5,Maccabi Haifa,5,2,2,1,10,3,7,8
2025/26,5,6,H. Petah Tikva,5,2,1,2,9,8,1,7
2025/26,5,7,Hapoel Haifa,5,2,1,2,5,4,1,7
2025/26,5,8,Maccabi Netanya,5,2,0,3,10,14,-4,6
2025/26,5,9,FC Ashdod,5,2,0,3,8,15,-7,6
2025/26,5,10,Ironi Tiberias,5,2,0,3,6,16,-10,6
2025/26,5,11,Kiryat Shmona,5,1,1,3,6,7,-1,4
2025/26,5,12,Bnei Sakhnin,5,1,1,3,4,8,-4,4
2025/26,5,13,M. Bnei Reineh,5,0,1,4,5,18,-13,1
2025/26,5,14,H. Jerusalem,5,0,0,5,5,13,-8,0
2025/26,6,1,H. Beer Sheva,6,6,0,0,22,5,17,18
2025/26,6,2,M. Tel Aviv,6,4,2,0,15,3,12,14
2025/26,6,3,Hapoel Tel Aviv,6,4,1,1,15,9,6,13
2025/26,6,4,B. Jerusalem,6,4,1,1,14,8,6,13
2025/26,6,5,Maccabi Haifa,6,2,3,1,11,4,7,9
2025/26,6,6,FC Ashdod,6,3,0,3,10,15,-5,9
2025/26,6,7,Ironi Tiberias,6,3,0,3,7,16,-9,9
2025/26,6,8,Hapoel Haifa,6,2,2,2,5,4,1,8
2025/26,6,9,H. Petah Tikva,6,2,1,3,11,13,-2,7
2025/26,6,10,Bnei Sakhnin,6,2,1,3,6,9,-3,7
2025/26,6,11,Maccabi Netanya,6,2,0,4,11,16,-5,6
2025/26,6,12,Kiryat Shmona,6,1,2,3,6,7,-1,5
2025/26,6,13,M. Bnei Reineh,6,0,1,5,5,20,-15,1
2025/26,6,14,H. Jerusalem,6,0,0,6,5,14,-9,0
2025/26,7,1,H. Beer Sheva,7,6,0,1,22,6,16,18
2025/26,7,2,M. Tel Aviv,6,4,2,0,15,3,12,14
2025/26,7,3,B. Jerusalem,7,4,2,1,14,8,6,14
2025/26,7,4,Hapoel Tel Aviv,6,4,1,1,15,9,6,13
2025/26,7,5,Hapoel Haifa,7,3,2,2,7,5,2,11
2025/26,7,6,FC Ashdod,8,3,2,3,11,16,-5,11
2025/26,7,7,Bnei Sakhnin,7,3,1,3,8,9,-1,10
2025/26,7,8,Maccabi Haifa,7,2,3,2,13,7,6,9
2025/26,7,9,H. Petah Tikva,8,2,3,3,12,14,-2,9
2025/26,7,10,Maccabi Netanya,7,3,0,4,14,18,-4,9
2025/26,7,11,Ironi Tiberias,7,3,0,4,7,18,-11,9
2025/26,7,12,Kiryat Shmona,7,2,2,3,7,7,0,8
2025/26,7,13,H. Jerusalem,7,0,1,6,5,14,-9,1
2025/26,7,14,M. Bnei Reineh,7,0,1,6,6,22,-16,1
2025/26,8,1,H. Beer Sheva,8,7,0,1,23,6,17,21
2025/26,8,2,M. Tel Aviv,7,5,2,0,18,4,14,17
2025/26,8,3,B. Jerusalem,8,5,2,1,17,10,7,17
2025/26,8,4,Hapoel Tel Aviv,7,4,1,2,15,11,4,13
2025/26,8,5,Maccabi Netanya,8,4,0,4,16,18,-2,12
2025/26,8,6,Maccabi Haifa,9,2,5,2,16,10,6,11
2025/26,8,7,Hapoel Haifa,8,3,2,3,9,8,1,11
2025/26,8,8,Bnei Sakhnin,8,3,2,3,8,9,-1,11
2025/26,8,9,FC Ashdod,8,3,2,3,11,16,-5,11
2025/26,8,10,Ironi Tiberias,8,3,1,4,8,19,-11,10
2025/26,8,11,H. Petah Tikva,8,2,3,3,12,14,-2,9
2025/26,8,12,Kiryat Shmona,8,2,2,4,8,10,-2,8
2025/26,8,13,H. Jerusalem,9,0,3,6,7,16,-9,3
2025/26,8,14,M. Bnei Reineh,8,0,1,7,6,23,-17,1
2025/26,9,1,H. Beer Sheva,9,8,0,1,24,6,18,24
2025/26,9,2,M. Tel Aviv,8,6,2,0,20,4,16,20
2025/26,9,3,B. Jerusalem,9,5,2,2,17,11,6,17
2025/26,9,4,Hapoel Tel Aviv,9,5,2,2,17,11,6,17
2025/26,9,5,Maccabi Netanya,9,5,0,4,18,19,-1,15
2025/26,9,6,FC Ashdod,9,4,2,3,15,17,-2,14
2025/26,9,7,Bnei Sakhnin,9,3,3,3,10,11,-1,12
2025/26,9,8,Maccabi Haifa,9,2,5,2,16,10,6,11
2025/26,9,9,Hapoel Haifa,9,3,2,4,10,12,-2,11
2025/26,9,10,H. Petah Tikva,9,2,4,3,14,16,-2,10
2025/26,9,11,Ironi Tiberias,9,3,1,5,8,21,-13,10
2025/26,9,12,Kiryat Shmona,9,2,2,5,9,12,-3,8
2025/26,9,13,H. Jerusalem,10,0,4,6,7,16,-9,4
2025/26,9,14,M. Bnei Reineh,9,0,1,8,6,25,-19,1
2025/26,10,1,H. Beer Sheva,11,9,1,1,30,11,19,28
2025/26,10,2,M. Tel Aviv,9,6,2,1,22,10,12,20
2025/26,10,3,B. Jerusalem,10,6,2,2,23,13,10,20
2025/26,10,4,Maccabi Netanya,10,6,0,4,20,20,0,18
2025/26,10,5,Hapoel Tel Aviv,9,5,2,2,17,11,6,17
2025/26,10,6,FC Ashdod,10,4,3,3,17,19,-2,15
2025/26,10,7,Bnei Sakhnin,10,3,4,3,13,14,-1,13
2025/26,10,8,Maccabi Haifa,10,2,6,2,19,13,6,12
2025/26,10,9,Hapoel Haifa,11,3,3,5,15,18,-3,12
2025/26,10,10,H. Petah Tikva,10,2,5,3,16,18,-2,11
2025/26,10,11,Kiryat Shmona,10,3,2,5,12,14,-2,11
2025/26,10,12,Ironi Tiberias,10,3,1,6,10,24,-14,10
2025/26,10,13,H. Jerusalem,10,0,4,6,7,16,-9,4
2025/26,10,14,M. Bnei Reineh,10,0,1,9,7,27,-20,1
2025/26,11,1,H. Beer Sheva,11,9,1,1,30,11,19,28
2025/26,11,2,M. Tel Aviv,9,6,2,1,22,10,12,20
2025/26,11,3,B. Jerusalem,10,6,2,2,23,13,10,20
2025/26,11,4,Hapoel Tel Aviv,10,6,2,2,19,11,8,20
2025/26,11,5,Maccabi Netanya,10,6,0,4,20,20,0,18
2025/26,11,6,FC Ashdod,10,4,3,3,17,19,-2,15
2025/26,11,7,Maccabi Haifa,11,2,7,2,19,13,6,13
2025/26,11,8,Bnei Sakhnin,11,3,4,4,13,16,-3,13
2025/26,11,9,Ironi Tiberias,11,4,1,6,13,25,-12,13
2025/26,11,10,H. Petah Tikva,11,2,6,3,16,18,-2,12
2025/26,11,11,Hapoel Haifa,11,3,3,5,15,18,-3,12
2025/26,11,12,Kiryat Shmona,11,3,2,6,13,16,-3,11
2025/26,11,13,H. Jerusalem,11,1,4,6,9,17,-8,7
2025/26,11,14,M. Bnei Reineh,11,0,1,10,8,30,-22,1
