season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points,source
2008/09,2008,Maccabi Netanya,Maccabi Haifa,0,2,-2,A,0,3,transfermarkt_fill
2008/09,2008,H. Petah Tikva,Bnei Sakhnin,1,1,0,D,1,1,transfermarkt_fill
2008/09,2008,M. Tel Aviv,FC Ashdod,1,0,1,H,3,0,transfermarkt_fill
2008/09,2008,FC Ashdod,M. Petah Tikva,1,1,0,D,1,1,transfermarkt_fill
2008/09,2008,FC Ashdod,B. Jerusalem,1,2,-1,A,0,3,transfermarkt_fill
2008/09,2008,H. Petah Tikva,B. Jerusalem,0,2,-2,A,0,3,transfermarkt_fill
2008/09,2008,M. Petah Tikva,FC Ashdod,2,3,-1,A,0,3,transfermarkt_fill
2008/09,2008,B. Jerusalem,FC Ashdod,3,2,1,H,3,0,transfermarkt_fill
2008/09,2008,Maccabi Netanya,Kiryat Shmona,1,3,-2,A,0,3,transfermarkt_fill
2008/09,2008,M. Petah Tikva,Bnei Sakhnin,0,0,0,D,1,1,transfermarkt_fill
2008/09,2008,Kiryat Shmona,M. Tel Aviv,1,2,-1,A,0,3,transfermarkt_fill
2008/09,2008,H. Petah Tikva,M. Tel Aviv,0,1,-1,A,0,3,transfermarkt_fill
2008/09,2008,Hakoah Amidar,H. Petah Tikva,1,0,1,H,3,0,transfermarkt_fill
2008/09,2008,M. Tel Aviv,B. Jerusalem,0,0,0,D,1,1,transfermarkt_fill
2008/09,2008,Kiryat Shmona,B. Jerusalem,2,0,2,H,3,0,transfermarkt_fill
2008/09,2008,Maccabi Haifa,H. Petah Tikva,2,1,1,H,3,0,transfermarkt_fill
2008/09,2008,M. Tel Aviv,Bnei Yehuda,2,1,1,H,3,0,transfermarkt_fill
2008/09,2008,Hapoel Tel Aviv,B. Jerusalem,4,0,4,H,3,0,transfermarkt_fill
2008/09,2008,FC Ashdod,Bnei Yehuda,0,2,-2,A,0,3,transfermarkt_fill
2008/09,2008,Hapoel Tel Aviv,Hakoah Amidar,3,0,3,H,3,0,transfermarkt_fill
2008/09,2008,H. Petah Tikva,M. Tel Aviv,1,2,-1,A,0,3,transfermarkt_fill
2008/09,2008,B. Jerusalem,Bnei Sakhnin,3,0,3,H,3,0,transfermarkt_fill
2008/09,2008,M. Tel Aviv,H. Petah Tikva,1,2,-1,A,0,3,transfermarkt_fill
2008/09,2008,Bnei Sakhnin,FC Ashdod,0,2,-2,A,0,3,transfermarkt_fill
2008/09,2008,M. Tel Aviv,Bnei Sakhnin,1,1,0,D,1,1,transfermarkt_fill
