season,round,position,team,played,won,drawn,lost,gf,ga,gd,points
2024/25,12,8,Bnei Sakhnin,12,4,3,5,9,15,-6,15
2024/25,12,9,FC Ashdod,12,3,3,6,14,17,-3,12
2024/25,12,10,H. Jerusalem,12,3,3,6,15,20,-5,12
2024/25,12,11,M. Petah Tikva,12,3,3,6,9,23,-14,12
2024/25,12,12,Ironi Tiberias,12,2,3,7,4,15,-11,9
2024/25,12,13,Maccabi Netanya,12,2,2,8,14,23,-9,8
2024/25,12,14,Hapoel Hadera,12,0,7,5,10,21,-11,7
2024/25,13,1,H. Beer Sheva,13,10,2,1,27,8,19,32
2024/25,13,2,M. Tel Aviv,13,8,3,2,23,11,12,27
2024/25,13,3,Maccabi Haifa,13,8,2,3,30,14,16,26
2024/25,13,4,B. Jerusalem,13,8,2,3,29,16,13,26
2024/25,13,5,M. Bnei Reineh,13,6,2,5,18,17,1,20
2024/25,13,6,Kiryat Shmona,13,6,2,5,13,14,-1,20
2024/25,13,7,Hapoel Haifa,13,5,3,5,15,14,1,18
2024/25,13,8,H. Jerusalem,13,4,3,6,16,20,-4,15
2024/25,13,9,Bnei Sakhnin,13,4,3,6,9,16,-7,15
2024/25,13,10,FC Ashdod,13,3,3,7,15,20,-5,12
2024/25,13,11,M. Petah Tikva,13,3,3,7,9,24,-15,12
2024/25,13,12,Maccabi Netanya,13,3,2,8,17,25,-8,11
2024/25,13,13,Hapoel Hadera,13,1,7,5,12,22,-10,10
2024/25,13,14,Ironi Tiberias,13,2,3,8,6,18,-12,9
2024/25,14,1,H. Beer Sheva,14,11,2,1,32,9,23,35
2024/25,14,2,M. Tel Aviv,14,9,3,2,26,13,13,30
2024/25,14,3,B. Jerusalem,14,9,2,3,32,18,14,29
2024/25,14,4,Maccabi Haifa,14,8,3,3,30,14,16,27
2024/25,14,5,Hapoel Haifa,14,6,3,5,18,14,4,21
2024/25,14,6,M. Bnei Reineh,14,6,2,6,18,19,-1,20
2024/25,14,7,Kiryat Shmona,14,6,2,6,14,19,-5,20
2024/25,14,8,Bnei Sakhnin,14,4,4,6,10,17,-7,16
2024/25,14,9,H. Jerusalem,14,4,3,7,18,23,-5,15
2024/25,14,10,Maccabi Netanya,14,4,2,8,19,25,-6,14
2024/25,14,11,M. Petah Tikva,14,3,4,7,10,25,-15,13
2024/25,14,12,FC Ashdod,14,3,3,8,17,23,-6,12
2024/25,14,13,Ironi Tiberias,14,2,4,8,6,18,-12,10
2024/25,14,14,Hapoel Hadera,14,1,7,6,12,25,-13,10
2024/25,15,1,H. Beer Sheva,15,11,3,1,32,9,23,36
2024/25,15,2,M. Tel Aviv,15,10,3,2,29,15,14,33
2024/25,15,3,Maccabi Haifa,15,9,3,3,32,15,17,30
2024/25,15,4,B. Jerusalem,15,9,3,3,33,19,14,30
2024/25,15,5,Hapoel Haifa,15,7,3,5,20,14,6,24
2024/25,15,6,Kiryat Shmona,15,7,2,6,17,21,-4,23
2024/25,15,7,M. Bnei Reineh,15,6,2,7,18,21,-3,20
2024/25,15,8,Bnei Sakhnin,15,4,5,6,10,17,-7,17
2024/25,15,9,H. Jerusalem,15,4,4,7,19,24,-5,16
2024/25,15,10,Maccabi Netanya,15,4,2,9,20,27,-7,14
2024/25,15,11,M. Petah Tikva,15,3,4,8,12,28,-16,13
2024/25,15,12,FC Ashdod,15,3,3,9,19,26,-7,12
2024/25,15,13,Ironi Tiberias,15,2,5,8,7,19,-12,11
2024/25,15,14,Hapoel Hadera,15,1,8,6,13,26,-13,11
2024/25,16,1,H. Beer Sheva,16,11,4,1,34,11,23,37
2024/25,16,2,M. Tel Aviv,16,10,4,2,31,17,14,34
2024/25,16,3,Maccabi Haifa,16,10,3,3,34,15,19,33
2024/25,16,4,B. Jerusalem,16,9,3,4,33,22,11,30
2024/25,16,5,Hapoel Haifa,16,7,3,6,20,15,5,24
2024/25,16,6,Kiryat Shmona,16,7,2,7,18,24,-6,23
2024/25,16,7,M. Bnei Reineh,16,6,2,8,18,23,-5,20
2024/25,16,8,Bnei Sakhnin,16,5,5,6,15,20,-5,20
2024/25,16,9,H. Jerusalem,16,5,4,7,20,24,-4,19
2024/25,16,10,Maccabi Netanya,16,5,2,9,23,27,-4,17
2024/25,16,11,Ironi Tiberias,16,3,5,8,10,20,-10,14
2024/25,16,12,M. Petah Tikva,16,3,5,8,12,28,-16,14
2024/25,16,13,FC Ashdod,16,3,3,10,22,31,-9,12
2024/25,16,14,Hapoel Hadera,16,1,9,6,13,26,-13,12
2024/25,17,1,H. Beer Sheva,17,12,4,1,36,12,24,40
2024/25,17,2,M. Tel Aviv,17,11,4,2,36,18,18,37
2024/25,17,3,Maccabi Haifa,17,10,3,4,35,18,17,33
2024/25,17,4,B. Jerusalem,17,10,3,4,36,23,13,33
2024/25,17,5,Hapoel Haifa,17,8,3,6,25,16,9,27
2024/25,17,6,Kiryat Shmona,17,7,2,8,18,25,-7,23
2024/25,17,7,M. Bnei Reineh,17,6,3,8,18,23,-5,21
2024/25,17,8,Bnei Sakhnin,17,5,6,6,15,20,-5,21
2024/25,17,9,Maccabi Netanya,17,6,2,9,24,27,-3,20
2024/25,17,10,H. Jerusalem,17,5,5,7,20,24,-4,20
2024/25,17,11,Ironi Tiberias,17,3,6,8,10,20,-10,15
2024/25,17,12,M. Petah Tikva,17,3,5,9,13,33,-20,14
2024/25,17,13,FC Ashdod,17,3,3,11,23,36,-13,12
2024/25,17,14,Hapoel Hadera,17,1,9,7,14,28,-14,12
2024/25,18,1,H. Beer Sheva,18,13,4,1,37,12,25,43
2024/25,18,2,M. Tel Aviv,18,11,5,2,38,20,18,38
2024/25,18,3,Maccabi Haifa,18,11,3,4,39,19,20,36
2024/25,18,4,B. Jerusalem,18,10,3,5,37,27,10,33
2024/25,18,5,Hapoel Haifa,18,8,3,7,25,17,8,27
2024/25,18,6,M. Bnei Reineh,18,7,3,8,22,24,-2,24
2024/25,18,7,Maccabi Netanya,18,7,2,9,28,27,1,23
2024/25,18,8,Kiryat Shmona,18,7,2,9,19,29,-10,23
2024/25,18,9,Bnei Sakhnin,18,5,6,7,15,24,-9,21
2024/25,18,10,H. Jerusalem,18,5,5,8,20,26,-6,20
2024/25,18,11,M. Petah Tikva,18,4,5,9,15,33,-18,17
2024/25,18,12,Ironi Tiberias,18,3,7,8,12,22,-10,16
2024/25,18,13,FC Ashdod,18,3,4,11,24,37,-13,13
2024/25,18,14,Hapoel Hadera,18,1,10,7,15,29,-14,13
2024/25,19,1,H. Beer Sheva,19,14,4,1,39,12,27,46
2024/25,19,2,M. Tel Aviv,19,12,5,2,42,21,21,41
2024/25,19,3,Maccabi Haifa,19,12,3,4,42,19,23,39
2024/25,19,4,B. Jerusalem,19,11,3,5,40,27,13,36
2024/25,19,5,Hapoel Haifa,19,9,3,7,27,18,9,30
2024/25,19,6,M. Bnei Reineh,19,7,3,9,23,26,-3,24
2024/25,19,7,Maccabi Netanya,19,7,2,10,29,31,-2,23
2024/25,19,8,Kiryat Shmona,19,7,2,10,19,32,-13,23
2024/25,19,9,Bnei Sakhnin,19,5,6,8,15,27,-12,21
2024/25,19,10,H. Jerusalem,19,5,5,9,20,28,-8,20
2024/25,19,11,M. Petah Tikva,19,5,5,9,17,34,-17,20
2024/25,19,12,Ironi Tiberias,19,4,7,8,14,23,-9,19
2024/25,19,13,FC Ashdod,19,3,4,12,25,39,-14,13
2024/25,19,14,Hapoel Hadera,19,1,10,8,16,31,-15,13
2024/25,20,1,H. Beer Sheva,20,15,4,1,40,12,28,49
2024/25,20,2,M. Tel Aviv,20,13,5,2,45,21,24,44
2024/25,20,3,Maccabi Haifa,20,12,3,5,42,22,20,39
2024/25,20,4,B. Jerusalem,20,12,3,5,41,27,14,39
2024/25,20,5,Hapoel Haifa,20,9,4,7,28,19,9,31
2024/25,20,6,Maccabi Netanya,20,8,2,10,31,32,-1,26
2024/25,20,7,M. Bnei Reineh,20,7,4,9,23,26,-3,25
2024/25,20,8,Kiryat Shmona,20,7,3,10,19,32,-13,24
2024/25,20,9,H. Jerusalem,20,5,6,9,21,29,-8,21
2024/25,20,10,Bnei Sakhnin,20,5,6,9,15,28,-13,21
2024/25,20,11,Ironi Tiberias,20,4,8,8,15,24,-9,20
2024/25,20,12,M. Petah Tikva,20,5,5,10,17,35,-18,20
2024/25,20,13,FC Ashdod,20,3,5,12,26,40,-14,14
2024/25,20,14,Hapoel Hadera,20,1,10,9,17,33,-16,13
2024/25,21,1,H. Beer Sheva,21,15,4,2,40,13,27,49
2024/25,21,2,M. Tel Aviv,21,13,6,2,46,22,24,45
2024/25,21,3,Maccabi Haifa,21,13,3,5,45,23,22,42
2024/25,21,4,B. Jerusalem,21,12,4,5,42,28,14,40
2024/25,21,5,Hapoel Haifa,21,9,4,8,29,22,7,31
2024/25,21,6,Maccabi Netanya,21,9,2,10,34,33,1,29
2024/25,21,7,M. Bnei Reineh,21,8,4,9,24,26,-2,28
2024/25,21,8,Kiryat Shmona,21,8,3,10,20,32,-12,27
2024/25,21,9,H. Jerusalem,21,6,6,9,25,29,-4,24
2024/25,21,10,Bnei Sakhnin,21,5,6,10,15,29,-14,21
2024/25,21,11,M. Petah Tikva,21,5,6,10,19,37,-18,21
2024/25,21,12,Ironi Tiberias,21,4,8,9,15,28,-13,20
2024/25,21,13,FC Ashdod,21,3,6,12,28,42,-14,15
2024/25,21,14,Hapoel Hadera,21,1,10,10,18,36,-18,13
2024/25,22,1,H. Beer Sheva,22,16,4,2,42,13,29,52
2024/25,22,2,M. Tel Aviv,22,14,6,2,48,23,25,48
2024/25,22,3,Maccabi Haifa,22,13,4,5,46,24,22,43
2024/25,22,4,B. Jerusalem,22,12,5,5,42,28,14,41
2024/25,22,5,Hapoel Haifa,22,9,5,8,30,23,7,32
2024/25,22,6,Maccabi Netanya,22,10,2,10,36,34,2,32
2024/25,22,7,M. Bnei Reineh,22,8,4,10,24,28,-4,28
2024/25,22,8,Kiryat Shmona,22,8,3,11,21,34,-13,27
2024/25,22,9,H. Jerusalem,22,6,6,10,26,31,-5,24
2024/25,22,10,Bnei Sakhnin,22,6,6,10,17,29,-12,24
2024/25,22,11,M. Petah Tikva,22,6,6,10,21,38,-17,24
2024/25,22,12,Ironi Tiberias,22,4,8,10,16,30,-14,20
2024/25,22,13,FC Ashdod,22,3,6,13,28,44,-16,15
2024/25,22,14,Hapoel Hadera,22,1,11,10,18,36,-18,14
2024/25,23,1,H. Beer Sheva,23,17,4,2,46,13,33,55
2024/25,23,2,M. Tel Aviv,23,15,6,2,51,24,27,51
2024/25,23,3,Maccabi Haifa,23,13,5,5,49,27,22,44
2024/25,23,4,B. Jerusalem,23,12,5,6,44,31,13,41
2024/25,23,5,Hapoel Haifa,23,10,5,8,33,25,8,35
2024/25,23,6,Maccabi Netanya,23,11,2,10,37,34,3,35
2024/25,23,7,Kiryat Shmona,23,9,3,11,23,34,-11,30
2024/25,23,8,M. Bnei Reineh,23,8,4,11,25,32,-7,28
2024/25,23,9,H. Jerusalem,23,6,7,10,29,34,-5,25
2024/25,23,10,Bnei Sakhnin,23,6,6,11,18,32,-14,24
2024/25,23,11,M. Petah Tikva,23,6,6,11,21,39,-18,24
2024/25,23,12,Ironi Tiberias,23,4,8,11,16,34,-18,20
2024/25,23,13,FC Ashdod,23,4,6,13,32,45,-13,18
2024/25,23,14,Hapoel Hadera,23,1,11,11,18,38,-20,14
2024/25,24,1,H. Beer Sheva,24,18,4,2,48,14,34,58
2024/25,24,2,M. Tel Aviv,24,15,6,3,51,25,26,51
2024/25,24,3,Maccabi Haifa,24,14,5,5,50,27,23,47
2024/25,24,4,B. Jerusalem,24,12,6,6,45,32,13,42
2024/25,24,5,Hapoel Haifa,24,11,5,8,37,28,9,38
2024/25,24,6,Maccabi Netanya,24,11,2,11,38,36,2,35
2024/25,24,7,M. Bnei Reineh,24,9,4,11,26,32,-6,31
2024/25,24,8,Kiryat Shmona,24,9,3,12,26,38,-12,30
2024/25,24,9,H. Jerusalem,24,6,8,10,30,35,-5,26
2024/25,24,10,Bnei Sakhnin,24,6,6,12,18,33,-15,24
2024/25,24,11,M. Petah Tikva,24,6,6,12,21,40,-19,24
2024/25,24,12,Ironi Tiberias,24,5,8,11,18,35,-17,23
2024/25,24,13,FC Ashdod,24,4,6,14,33,47,-14,18
2024/25,24,14,Hapoel Hadera,24,2,11,11,19,38,-19,17
2024/25,25,1,H. Beer Sheva,25,18,5,2,51,17,34,59
2024/25,25,2,M. Tel Aviv,25,16,6,3,54,27,27,54
2024/25,25,3,Maccabi Haifa,25,14,6,5,53,30,23,48
2024/25,25,4,B. Jerusalem,25,13,6,6,47,33,14,45
2024/25,25,5,Hapoel Haifa,25,12,5,8,39,29,10,41
2024/25,25,6,Maccabi Netanya,25,11,3,11,38,36,2,36
2024/25,25,7,M. Bnei Reineh,25,9,4,12,26,33,-7,31
2024/25,25,8,Kiryat Shmona,25,9,4,12,26,38,-12,31
2024/25,25,9,H. Jerusalem,25,6,9,10,30,35,-5,27
2024/25,25,10,Ironi Tiberias,25,6,8,11,19,35,-16,26
2024/25,25,11,Bnei Sakhnin,25,6,6,13,19,35,-16,24
2024/25,25,12,M. Petah Tikva,25,6,6,13,22,42,-20,24
2024/25,25,13,FC Ashdod,25,4,7,14,33,47,-14,19
2024/25,25,14,Hapoel Hadera,25,2,11,12,21,41,-20,17
2024/25,26,1,H. Beer Sheva,26,18,6,2,52,18,34,60
2024/25,26,2,M. Tel Aviv,26,17,6,3,56,27,29,57
2024/25,26,3,Maccabi Haifa,26,14,6,6,54,32,22,48
2024/25,26,4,B. Jerusalem,26,13,7,6,48,34,14,46
2024/25,26,5,Hapoel Haifa,26,12,5,9,39,31,8,41
2024/25,26,6,Maccabi Netanya,26,11,4,11,39,37,2,37
2024/25,26,7,Kiryat Shmona,26,10,4,12,28,38,-10,34
2024/25,26,8,M. Bnei Reineh,26,9,4,13,27,35,-8,31
2024/25,26,9,H. Jerusalem,26,7,9,10,32,35,-3,30
2024/25,26,10,Ironi Tiberias,26,6,9,11,20,36,-16,27
2024/25,26,11,Bnei Sakhnin,26,6,6,14,19,37,-18,24
2024/25,26,12,M. Petah Tikva,26,6,6,14,22,44,-22,24
2024/25,26,13,FC Ashdod,26,5,7,14,35,48,-13,22
2024/25,26,14,Hapoel Hadera,26,3,11,12,23,42,-19,20
