round,home,score,away,season,season_year
86,Hapoel Hadera,1:4,Maccabi Netanya,2023/24,2023
87,M. Bnei Reineh,0:1,Bnei Sakhnin,2023/24,2023
88,FC Ashdod,1:3,H. Beer Sheva,2023/24,2023
89,B. Jerusalem,3:2,M. Petah Tikva,2023/24,2023
90,Hapoel Haifa,0:1,M. Tel Aviv,2023/24,2023
91,Hapoel Tel Aviv,0:0,Maccabi Haifa,2023/24,2023
92,M. Bnei Reineh,1:3,Maccabi Netanya,2023/24,2023
93,Hapoel Hadera,0:2,H. Beer Sheva,2023/24,2023
94,H. Jerusalem,3:1,M. Petah Tikva,2023/24,2023
95,Hapoel Tel Aviv,3:3,Bnei Sakhnin,2023/24,2023
96,FC Ashdod,1:4,M. Tel Aviv,2023/24,2023
97,H. Petah Tikva,2:2,Maccabi Haifa,2023/24,2023
98,Hapoel Haifa,3:2,B. Jerusalem,2023/24,2023
99,H. Beer Sheva,4:2,M. Bnei Reineh,2023/24,2023
100,Bnei Sakhnin,0:0,H. Petah Tikva,2023/24,2023
101,Maccabi Netanya,2:1,Hapoel Tel Aviv,2023/24,2023
102,M. Tel Aviv,1:1,Hapoel Hadera,2023/24,2023
103,Maccabi Haifa,2:1,H. Jerusalem,2023/24,2023
104,M. Petah Tikva,0:3,Hapoel Haifa,2023/24,2023
105,B. Jerusalem,1:1,FC Ashdod,2023/24,2023
106,Hapoel Hadera,0:3,B. Jerusalem,2023/24,2023
107,H. Jerusalem,0:0,Bnei Sakhnin,2023/24,2023
108,H. Petah Tikva,2:0,Maccabi Netanya,2023/24,2023
109,FC Ashdod,0:1,Hapoel Haifa,2023/24,2023
110,Hapoel Tel Aviv,0:4,H. Beer Sheva,2023/24,2023
111,M. Bnei Reineh,2:2,M. Tel Aviv,2023/24,2023
112,Maccabi Haifa,5:0,M. Petah Tikva,2023/24,2023
113,Hapoel Haifa,2:0,Hapoel Hadera,2023/24,2023
114,Maccabi Netanya,2:1,H. Jerusalem,2023/24,2023
115,H. Beer Sheva,2:0,H. Petah Tikva,2023/24,2023
116,M. Petah Tikva,1:2,FC Ashdod,2023/24,2023
117,B. Jerusalem,1:2,M. Bnei Reineh,2023/24,2023
118,Bnei Sakhnin,0:3,Maccabi Haifa,2023/24,2023
119,M. Tel Aviv,4:2,Hapoel Tel Aviv,2023/24,2023
120,Hapoel Hadera,1:1,FC Ashdod,2023/24,2023
121,M. Bnei Reineh,0:0,Hapoel Haifa,2023/24,2023
122,H. Jerusalem,0:1,H. Beer Sheva,2023/24,2023
123,Bnei Sakhnin,1:1,M. Petah Tikva,2023/24,2023
124,H. Petah Tikva,0:0,M. Tel Aviv,2023/24,2023
125,Maccabi Haifa,4:0,Maccabi Netanya,2023/24,2023
126,Hapoel Tel Aviv,0:1,B. Jerusalem,2023/24,2023
127,FC Ashdod,1:0,M. Bnei Reineh,2023/24,2023
128,Maccabi Netanya,0:1,Bnei Sakhnin,2023/24,2023
129,B. Jerusalem,2:2,H. Petah Tikva,2023/24,2023
130,M. Petah Tikva,1:0,Hapoel Hadera,2023/24,2023
131,Hapoel Haifa,4:3,Hapoel Tel Aviv,2023/24,2023
132,M. Tel Aviv,2:1,H. Jerusalem,2023/24,2023
133,H. Beer Sheva,2:1,Maccabi Haifa,2023/24,2023
134,Maccabi Netanya,0:1,M. Petah Tikva,2023/24,2023
135,Bnei Sakhnin,0:2,H. Beer Sheva,2023/24,2023
136,H. Petah Tikva,0:2,Hapoel Haifa,2023/24,2023
137,Hapoel Tel Aviv,3:1,FC Ashdod,2023/24,2023
138,M. Bnei Reineh,2:1,Hapoel Hadera,2023/24,2023
139,H. Jerusalem,2:1,B. Jerusalem,2023/24,2023
140,Maccabi Haifa,2:0,M. Tel Aviv,2023/24,2023
141,M. Tel Aviv,1:1,Bnei Sakhnin,2023/24,2023
142,Hapoel Hadera,1:0,Hapoel Tel Aviv,2023/24,2023
143,M. Petah Tikva,1:0,M. Bnei Reineh,2023/24,2023
144,FC Ashdod,2:0,H. Petah Tikva,2023/24,2023
145,B. Jerusalem,0:2,Maccabi Haifa,2023/24,2023
146,H. Beer Sheva,2:0,Maccabi Netanya,2023/24,2023
147,Hapoel Haifa,2:3,H. Jerusalem,2023/24,2023
148,Hapoel Tel Aviv,0:0,M. Bnei Reineh,2023/24,2023
149,H. Beer Sheva,1:1,M. Petah Tikva,2023/24,2023
150,H. Jerusalem,1:1,FC Ashdod,2023/24,2023
151,H. Petah Tikva,0:2,Hapoel Hadera,2023/24,2023
152,Bnei Sakhnin,2:1,B. Jerusalem,2023/24,2023
153,Maccabi Haifa,1:1,Hapoel Haifa,2023/24,2023
154,Maccabi Netanya,1:5,M. Tel Aviv,2023/24,2023
155,M. Petah Tikva,3:0,Hapoel Tel Aviv,2023/24,2023
156,Hapoel Haifa,1:2,Bnei Sakhnin,2023/24,2023
157,Hapoel Hadera,1:1,H. Jerusalem,2023/24,2023
158,B. Jerusalem,0:0,Maccabi Netanya,2023/24,2023
159,M. Tel Aviv,1:0,H. Beer Sheva,2023/24,2023
160,FC Ashdod,0:5,Maccabi Haifa,2023/24,2023
161,M. Bnei Reineh,1:1,H. Petah Tikva,2023/24,2023
162,Maccabi Netanya,1:2,Hapoel Haifa,2023/24,2023
163,Bnei Sakhnin,1:1,FC Ashdod,2023/24,2023
164,H. Jerusalem,1:0,M. Bnei Reineh,2023/24,2023
165,M. Tel Aviv,4:0,M. Petah Tikva,2023/24,2023
166,Maccabi Haifa,1:0,Hapoel Hadera,2023/24,2023
167,H. Petah Tikva,0:0,Hapoel Tel Aviv,2023/24,2023
168,H. Beer Sheva,1:0,B. Jerusalem,2023/24,2023
169,H. Petah Tikva,2:2,M. Petah Tikva,2023/24,2023
170,Hapoel Tel Aviv,0:0,H. Jerusalem,2023/24,2023
171,Hapoel Hadera,1:0,Bnei Sakhnin,2023/24,2023
172,FC Ashdod,0:2,Maccabi Netanya,2023/24,2023
173,M. Bnei Reineh,2:1,Maccabi Haifa,2023/24,2023
174,B. Jerusalem,0:1,M. Tel Aviv,2023/24,2023
175,Hapoel Haifa,1:0,H. Beer Sheva,2023/24,2023
176,H. Jerusalem,3:2,H. Petah Tikva,2023/24,2023
177,H. Beer Sheva,1:0,FC Ashdod,2023/24,2023
178,Maccabi Netanya,1:3,Hapoel Hadera,2023/24,2023
179,M. Petah Tikva,0:3,B. Jerusalem,2023/24,2023
180,Bnei Sakhnin,0:0,M. Bnei Reineh,2023/24,2023
181,M. Tel Aviv,3:1,Hapoel Haifa,2023/24,2023
182,Maccabi Haifa,0:0,Hapoel Tel Aviv,2023/24,2023
