round,home,score,away,season,season_year
44,Hapoel Haifa,0:1,Bnei Yehuda,2015/16,2015
45,Hapoel Acre,0:1,Hapoel Raanana,2015/16,2015
46,Maccabi Netanya,0:1,H. Kfar Saba,2015/16,2015
47,M. Petah Tikva,1:2,M. Tel Aviv,2015/16,2015
48,Kiryat Shmona,2:0,Maccabi Haifa,2015/16,2015
49,B. Jerusalem,1:3,H. Beer Sheva,2015/16,2015
50,Bnei Sakhnin,0:0,Maccabi Netanya,2015/16,2015
51,M. Petah Tikva,0:2,Hapoel Raanana,2015/16,2015
52,H. Kfar Saba,2:2,Hapoel Haifa,2015/16,2015
53,Bnei Yehuda,2:2,Kiryat Shmona,2015/16,2015
54,Maccabi Haifa,4:0,Hapoel Acre,2015/16,2015
55,H. Beer Sheva,3:1,Hapoel Tel Aviv,2015/16,2015
56,M. Tel Aviv,2:4,B. Jerusalem,2015/16,2015
57,Kiryat Shmona,0:0,Hapoel Acre,2015/16,2015
58,Hapoel Tel Aviv,0:1,M. Tel Aviv,2015/16,2015
59,Hapoel Haifa,2:0,Bnei Sakhnin,2015/16,2015
60,M. Petah Tikva,1:1,Maccabi Haifa,2015/16,2015
61,Bnei Yehuda,2:1,H. Kfar Saba,2015/16,2015
62,Maccabi Netanya,0:2,H. Beer Sheva,2015/16,2015
63,B. Jerusalem,1:0,Hapoel Raanana,2015/16,2015
64,Hapoel Raanana,0:1,Hapoel Tel Aviv,2015/16,2015
65,Bnei Sakhnin,2:2,Bnei Yehuda,2015/16,2015
66,H. Kfar Saba,0:0,Kiryat Shmona,2015/16,2015
67,Hapoel Acre,1:0,M. Petah Tikva,2015/16,2015
68,M. Tel Aviv,2:1,Maccabi Netanya,2015/16,2015
69,Maccabi Haifa,0:2,B. Jerusalem,2015/16,2015
70,H. Beer Sheva,1:0,Hapoel Haifa,2015/16,2015
71,Hapoel Haifa,0:3,M. Tel Aviv,2015/16,2015
72,Kiryat Shmona,0:1,M. Petah Tikva,2015/16,2015
73,H. Kfar Saba,1:0,Bnei Sakhnin,2015/16,2015
74,Maccabi Netanya,1:3,Hapoel Raanana,2015/16,2015
75,Bnei Yehuda,0:0,H. Beer Sheva,2015/16,2015
76,B. Jerusalem,1:0,Hapoel Acre,2015/16,2015
77,Hapoel Tel Aviv,0:3,Maccabi Haifa,2015/16,2015
78,Maccabi Haifa,1:0,Maccabi Netanya,2015/16,2015
79,Kiryat Shmona,0:2,Bnei Sakhnin,2015/16,2015
80,Hapoel Raanana,2:2,Hapoel Haifa,2015/16,2015
81,M. Petah Tikva,2:0,B. Jerusalem,2015/16,2015
82,H. Beer Sheva,3:0,H. Kfar Saba,2015/16,2015
83,M. Tel Aviv,4:0,Bnei Yehuda,2015/16,2015
84,Hapoel Acre,0:1,Hapoel Tel Aviv,2015/16,2015
85,Hapoel Tel Aviv,0:1,M. Petah Tikva,2015/16,2015
86,Bnei Sakhnin,0:1,H. Beer Sheva,2015/16,2015
87,Maccabi Netanya,0:0,Hapoel Acre,2015/16,2015
88,Bnei Yehuda,1:3,Hapoel Raanana,2015/16,2015
89,H. Kfar Saba,0:0,M. Tel Aviv,2015/16,2015
90,B. Jerusalem,2:0,Kiryat Shmona,2015/16,2015
91,Hapoel Haifa,2:4,Maccabi Haifa,2015/16,2015
92,Bnei Yehuda,0:0,Maccabi Haifa,2015/16,2015
93,Hapoel Haifa,3:1,Hapoel Acre,2015/16,2015
94,H. Kfar Saba,0:0,Hapoel Raanana,2015/16,2015
95,Maccabi Netanya,0:0,M. Petah Tikva,2015/16,2015
96,Hapoel Tel Aviv,0:0,B. Jerusalem,2015/16,2015
97,H. Beer Sheva,2:1,Kiryat Shmona,2015/16,2015
98,Bnei Sakhnin,0:2,M. Tel Aviv,2015/16,2015
99,Hapoel Raanana,1:0,Bnei Sakhnin,2015/16,2015
100,M. Petah Tikva,1:1,Hapoel Haifa,2015/16,2015
101,Kiryat Shmona,3:0,Hapoel Tel Aviv,2015/16,2015
102,Hapoel Acre,0:1,Bnei Yehuda,2015/16,2015
103,B. Jerusalem,1:0,Maccabi Netanya,2015/16,2015
104,Maccabi Haifa,1:1,H. Kfar Saba,2015/16,2015
105,M. Tel Aviv,1:2,H. Beer Sheva,2015/16,2015
106,Bnei Sakhnin,1:2,Maccabi Haifa,2015/16,2015
107,H. Kfar Saba,0:1,Hapoel Acre,2015/16,2015
108,Bnei Yehuda,1:1,M. Petah Tikva,2015/16,2015
109,Maccabi Netanya,1:1,Hapoel Tel Aviv,2015/16,2015
110,Hapoel Haifa,1:1,B. Jerusalem,2015/16,2015
111,M. Tel Aviv,5:0,Kiryat Shmona,2015/16,2015
112,H. Beer Sheva,2:0,Hapoel Raanana,2015/16,2015
113,Hapoel Raanana,0:2,M. Tel Aviv,2015/16,2015
114,Kiryat Shmona,3:0,Maccabi Netanya,2015/16,2015
115,M. Petah Tikva,2:0,H. Kfar Saba,2015/16,2015
116,Hapoel Acre,2:2,Bnei Sakhnin,2015/16,2015
117,B. Jerusalem,1:0,Bnei Yehuda,2015/16,2015
118,Hapoel Tel Aviv,0:0,Hapoel Haifa,2015/16,2015
119,Maccabi Haifa,1:1,H. Beer Sheva,2015/16,2015
120,Bnei Yehuda,1:3,Hapoel Tel Aviv,2015/16,2015
121,Hapoel Raanana,1:1,Kiryat Shmona,2015/16,2015
122,Hapoel Haifa,2:0,Maccabi Netanya,2015/16,2015
123,Bnei Sakhnin,1:0,M. Petah Tikva,2015/16,2015
124,H. Beer Sheva,3:0,Hapoel Acre,2015/16,2015
125,H. Kfar Saba,1:0,B. Jerusalem,2015/16,2015
126,M. Tel Aviv,2:1,Maccabi Haifa,2015/16,2015
127,Hapoel Tel Aviv,0:1,H. Kfar Saba,2015/16,2015
128,Kiryat Shmona,1:1,Hapoel Haifa,2015/16,2015
129,Maccabi Netanya,0:2,Bnei Yehuda,2015/16,2015
130,M. Petah Tikva,0:1,H. Beer Sheva,2015/16,2015
131,Maccabi Haifa,2:0,Hapoel Raanana,2015/16,2015
132,Hapoel Acre,0:3,M. Tel Aviv,2015/16,2015
133,B. Jerusalem,1:0,Bnei Sakhnin,2015/16,2015
134,Bnei Yehuda,1:0,Hapoel Haifa,2015/16,2015
135,Bnei Sakhnin,1:0,Hapoel Tel Aviv,2015/16,2015
136,Hapoel Raanana,3:1,Hapoel Acre,2015/16,2015
137,H. Kfar Saba,1:0,Maccabi Netanya,2015/16,2015
138,M. Tel Aviv,3:1,M. Petah Tikva,2015/16,2015
139,Maccabi Haifa,0:1,Kiryat Shmona,2015/16,2015
140,H. Beer Sheva,2:1,B. Jerusalem,2015/16,2015
141,Maccabi Netanya,0:2,Bnei Sakhnin,2015/16,2015
142,Hapoel Haifa,1:1,H. Kfar Saba,2015/16,2015
143,Kiryat Shmona,1:1,Bnei Yehuda,2015/16,2015
144,Hapoel Tel Aviv,0:1,H. Beer Sheva,2015/16,2015
145,Hapoel Raanana,1:0,M. Petah Tikva,2015/16,2015
146,Hapoel Acre,1:1,Maccabi Haifa,2015/16,2015
147,B. Jerusalem,2:2,M. Tel Aviv,2015/16,2015
148,Maccabi Haifa,4:0,M. Petah Tikva,2015/16,2015
149,H. Kfar Saba,1:2,Bnei Yehuda,2015/16,2015
150,Bnei Sakhnin,0:0,Hapoel Haifa,2015/16,2015
151,Hapoel Acre,1:0,Kiryat Shmona,2015/16,2015
152,H. Beer Sheva,2:0,Maccabi Netanya,2015/16,2015
153,M. Tel Aviv,1:1,Hapoel Tel Aviv,2015/16,2015
154,Hapoel Raanana,0:2,B. Jerusalem,2015/16,2015
155,Bnei Yehuda,0:2,Bnei Sakhnin,2015/16,2015
156,Hapoel Haifa,1:2,H. Beer Sheva,2015/16,2015
157,Kiryat Shmona,0:2,H. Kfar Saba,2015/16,2015
158,M. Petah Tikva,1:2,Hapoel Acre,2015/16,2015
159,Hapoel Tel Aviv,2:1,Hapoel Raanana,2015/16,2015
160,Maccabi Netanya,1:3,M. Tel Aviv,2015/16,2015
161,B. Jerusalem,3:0,Maccabi Haifa,2015/16,2015
162,Hapoel Raanana,1:0,Maccabi Netanya,2015/16,2015
163,M. Tel Aviv,2:1,Hapoel Haifa,2015/16,2015
164,Bnei Sakhnin,2:0,H. Kfar Saba,2015/16,2015
165,M. Petah Tikva,0:0,Kiryat Shmona,2015/16,2015
166,Maccabi Haifa,0:0,Hapoel Tel Aviv,2015/16,2015
167,Hapoel Acre,1:3,B. Jerusalem,2015/16,2015
168,H. Beer Sheva,2:0,Bnei Yehuda,2015/16,2015
169,Hapoel Haifa,1:1,Hapoel Raanana,2015/16,2015
170,Maccabi Netanya,0:3,Maccabi Haifa,2015/16,2015
171,Bnei Sakhnin,3:0,Kiryat Shmona,2015/16,2015
172,Bnei Yehuda,0:1,M. Tel Aviv,2015/16,2015
173,B. Jerusalem,2:0,M. Petah Tikva,2015/16,2015
174,H. Kfar Saba,1:2,H. Beer Sheva,2015/16,2015
175,Hapoel Tel Aviv,0:2,Hapoel Acre,2015/16,2015
176,M. Petah Tikva,1:1,Hapoel Tel Aviv,2015/16,2015
177,Hapoel Raanana,0:2,Bnei Yehuda,2015/16,2015
178,Hapoel Acre,1:1,Maccabi Netanya,2015/16,2015
179,Kiryat Shmona,0:2,B. Jerusalem,2015/16,2015
180,M. Tel Aviv,5:0,H. Kfar Saba,2015/16,2015
181,Maccabi Haifa,3:2,Hapoel Haifa,2015/16,2015
182,H. Beer Sheva,2:2,Bnei Sakhnin,2015/16,2015
