season,stage,round,team,points,position,goal_diff
2024/25,regular,8,H. Jerusalem,10,8,-2
2024/25,regular,8,FC Ashdod,8,9,-1
2024/25,regular,8,Ironi Tiberias,8,10,-7
2024/25,regular,8,M. Petah Tikva,8,11,-9
2024/25,regular,8,Kiryat Shmona,7,12,-6
2024/25,regular,8,Hapoel Hadera,4,13,-7
2024/25,regular,8,Maccabi Netanya,4,14,-8
2024/25,regular,9,M. Tel Aviv,19,1,7
2024/25,regular,9,Maccabi Haifa,18,2,15
2024/25,regular,9,H. Beer Sheva,18,3,11
2024/25,regular,9,B. Jerusalem,18,4,10
2024/25,regular,9,M. Bnei Reineh,14,5,1
2024/25,regular,9,Hapoel Haifa,14,6,1
2024/25,regular,9,Bnei Sakhnin,13,7,0
2024/25,regular,9,H. Jerusalem,10,8,-3
2024/25,regular,9,Kiryat Shmona,10,9,-5
2024/25,regular,9,Ironi Tiberias,9,10,-7
2024/25,regular,9,M. Petah Tikva,9,11,-9
2024/25,regular,9,FC Ashdod,8,12,-3
2024/25,regular,9,Maccabi Netanya,7,13,-7
2024/25,regular,9,Hapoel Hadera,4,14,-11
2024/25,regular,10,M. Tel Aviv,22,1,11
2024/25,regular,10,H. Beer Sheva,21,2,13
2024/25,regular,10,B. Jerusalem,21,3,11
2024/25,regular,10,Maccabi Haifa,19,4,15
2024/25,regular,10,M. Bnei Reineh,17,5,2
2024/25,regular,10,Hapoel Haifa,14,6,0
2024/25,regular,10,Bnei Sakhnin,13,7,-4
2024/25,regular,10,M. Petah Tikva,12,8,-8
2024/25,regular,10,H. Jerusalem,11,9,-3
2024/25,regular,10,Kiryat Shmona,11,10,-5
2024/25,regular,10,Ironi Tiberias,9,11,-9
2024/25,regular,10,FC Ashdod,8,12,-4
2024/25,regular,10,Maccabi Netanya,7,13,-8
2024/25,regular,10,Hapoel Hadera,5,14,-11
2024/25,regular,11,M. Tel Aviv,25,1,12
2024/25,regular,11,H. Beer Sheva,24,2,14
2024/25,regular,11,Maccabi Haifa,22,3,16
2024/25,regular,11,B. Jerusalem,22,4,11
2024/25,regular,11,M. Bnei Reineh,17,5,1
2024/25,regular,11,Hapoel Haifa,14,6,-1
2024/25,regular,11,Kiryat Shmona,14,7,-4
2024/25,regular,11,Bnei Sakhnin,14,8,-4
2024/25,regular,11,H. Jerusalem,12,9,-3
2024/25,regular,11,M. Petah Tikva,12,10,-9
2024/25,regular,11,FC Ashdod,11,11,-3
2024/25,regular,11,Ironi Tiberias,9,12,-10
2024/25,regular,11,Maccabi Netanya,7,13,-9
2024/25,regular,11,Hapoel Hadera,6,14,-11
2024/25,regular,12,H. Beer Sheva,27,1,16
2024/25,regular,12,M. Tel Aviv,26,2,12
2024/25,regular,12,B. Jerusalem,25,3,16
2024/25,regular,12,Maccabi Haifa,22,4,14
2024/25,regular,12,M. Bnei Reineh,20,5,2
2024/25,regular,12,Hapoel Haifa,17,6,1
2024/25,regular,12,Kiryat Shmona,17,7,-2
2024/25,regular,12,Bnei Sakhnin,14,8,-6
2024/25,regular,12,FC Ashdod,12,9,-3
2024/25,regular,12,H. Jerusalem,12,10,-5
2024/25,regular,12,M. Petah Tikva,12,11,-14
2024/25,regular,12,Ironi Tiberias,9,12,-11
2024/25,regular,12,Maccabi Netanya,8,13,-9
2024/25,regular,12,Hapoel Hadera,7,14,-11
2024/25,regular,13,H. Beer Sheva,30,1,19
2024/25,regular,13,M. Tel Aviv,27,2,12
2024/25,regular,13,Maccabi Haifa,25,3,16
2024/25,regular,13,B. Jerusalem,25,4,13
2024/25,regular,13,M. Bnei Reineh,20,5,1
2024/25,regular,13,Kiryat Shmona,20,6,-1
2024/25,regular,13,Hapoel Haifa,18,7,1
2024/25,regular,13,H. Jerusalem,15,8,-4
2024/25,regular,13,Bnei Sakhnin,14,9,-7
2024/25,regular,13,FC Ashdod,12,10,-5
2024/25,regular,13,M. Petah Tikva,12,11,-15
2024/25,regular,13,Maccabi Netanya,11,12,-8
2024/25,regular,13,Hapoel Hadera,10,13,-10
2024/25,regular,13,Ironi Tiberias,9,14,-12
2024/25,regular,14,H. Beer Sheva,33,1,23
2024/25,regular,14,M. Tel Aviv,30,2,13
2024/25,regular,14,B. Jerusalem,28,3,14
2024/25,regular,14,Maccabi Haifa,26,4,16
2024/25,regular,14,Hapoel Haifa,21,5,4
2024/25,regular,14,M. Bnei Reineh,20,6,-1
2024/25,regular,14,Kiryat Shmona,20,7,-5
2024/25,regular,14,H. Jerusalem,15,8,-5
2024/25,regular,14,Bnei Sakhnin,15,9,-7
2024/25,regular,14,Maccabi Netanya,14,10,-6
2024/25,regular,14,M. Petah Tikva,13,11,-15
2024/25,regular,14,FC Ashdod,12,12,-6
2024/25,regular,14,Ironi Tiberias,10,13,-12
2024/25,regular,14,Hapoel Hadera,10,14,-13
2024/25,regular,15,H. Beer Sheva,34,1,23
2024/25,regular,15,M. Tel Aviv,33,2,14
2024/25,regular,15,Maccabi Haifa,29,3,17
2024/25,regular,15,B. Jerusalem,29,4,14
2024/25,regular,15,Hapoel Haifa,24,5,6
2024/25,regular,15,Kiryat Shmona,23,6,-4
2024/25,regular,15,M. Bnei Reineh,20,7,-3
2024/25,regular,15,H. Jerusalem,16,8,-5
2024/25,regular,15,Bnei Sakhnin,16,9,-7
2024/25,regular,15,Maccabi Netanya,14,10,-7
2024/25,regular,15,M. Petah Tikva,13,11,-16
2024/25,regular,15,FC Ashdod,12,12,-7
2024/25,regular,15,Ironi Tiberias,11,13,-12
2024/25,regular,15,Hapoel Hadera,11,14,-13
2024/25,regular,16,H. Beer Sheva,35,1,23
2024/25,regular,16,M. Tel Aviv,34,2,14
2024/25,regular,16,Maccabi Haifa,32,3,19
2024/25,regular,16,B. Jerusalem,29,4,11
2024/25,regular,16,Hapoel Haifa,24,5,5
2024/25,regular,16,Kiryat Shmona,23,6,-6
2024/25,regular,16,M. Bnei Reineh,20,7,-5
2024/25,regular,16,H. Jerusalem,19,8,-4
2024/25,regular,16,Bnei Sakhnin,19,9,-5
2024/25,regular,16,Maccabi Netanya,17,10,-4
2024/25,regular,16,Ironi Tiberias,14,11,-10
2024/25,regular,16,M. Petah Tikva,14,12,-16
2024/25,regular,16,FC Ashdod,12,13,-9
2024/25,regular,16,Hapoel Hadera,12,14,-13
2024/25,regular,17,H. Beer Sheva,38,1,24
2024/25,regular,17,M. Tel Aviv,37,2,18
2024/25,regular,17,Maccabi Haifa,32,3,17
2024/25,regular,17,B. Jerusalem,32,4,13
2024/25,regular,17,Hapoel Haifa,27,5,9
2024/25,regular,17,Kiryat Shmona,23,6,-7
2024/25,regular,17,M. Bnei Reineh,21,7,-5
2024/25,regular,17,Maccabi Netanya,20,8,-3
2024/25,regular,17,H. Jerusalem,20,9,-4
2024/25,regular,17,Bnei Sakhnin,20,10,-5
2024/25,regular,17,Ironi Tiberias,15,11,-10
2024/25,regular,17,M. Petah Tikva,14,12,-20
2024/25,regular,17,FC Ashdod,12,13,-13
2024/25,regular,17,Hapoel Hadera,12,14,-14
2024/25,regular,18,H. Beer Sheva,41,1,25
2024/25,regular,18,M. Tel Aviv,38,2,18
2024/25,regular,18,Maccabi Haifa,35,3,20
2024/25,regular,18,B. Jerusalem,32,4,10
2024/25,regular,18,Hapoel Haifa,27,5,8
2024/25,regular,18,M. Bnei Reineh,24,6,-2
2024/25,regular,18,Maccabi Netanya,23,7,1
2024/25,regular,18,Kiryat Shmona,23,8,-10
2024/25,regular,18,H. Jerusalem,20,9,-6
2024/25,regular,18,Bnei Sakhnin,20,10,-9
2024/25,regular,18,M. Petah Tikva,17,11,-18
2024/25,regular,18,Ironi Tiberias,16,12,-10
2024/25,regular,18,FC Ashdod,13,13,-13
2024/25,regular,18,Hapoel Hadera,13,14,-14
2024/25,regular,19,H. Beer Sheva,44,1,27
2024/25,regular,19,M. Tel Aviv,41,2,21
2024/25,regular,19,Maccabi Haifa,38,3,23
2024/25,regular,19,B. Jerusalem,35,4,13
2024/25,regular,19,Hapoel Haifa,30,5,9
2024/25,regular,19,M. Bnei Reineh,24,6,-3
2024/25,regular,19,Maccabi Netanya,23,7,-2
2024/25,regular,19,Kiryat Shmona,23,8,-13
2024/25,regular,19,H. Jerusalem,20,9,-8
2024/25,regular,19,Bnei Sakhnin,20,10,-12
2024/25,regular,19,M. Petah Tikva,20,11,-17
2024/25,regular,19,Ironi Tiberias,19,12,-9
2024/25,regular,19,FC Ashdod,13,13,-14
2024/25,regular,19,Hapoel Hadera,13,14,-15
2024/25,regular,20,H. Beer Sheva,47,1,28
2024/25,regular,20,M. Tel Aviv,44,2,24
2024/25,regular,20,Maccabi Haifa,38,3,20
2024/25,regular,20,B. Jerusalem,38,4,14
2024/25,regular,20,Hapoel Haifa,31,5,9
2024/25,regular,20,Maccabi Netanya,26,6,-1
2024/25,regular,20,M. Bnei Reineh,25,7,-3
2024/25,regular,20,Kiryat Shmona,24,8,-13
2024/25,regular,20,H. Jerusalem,21,9,-8
2024/25,regular,20,Ironi Tiberias,20,10,-9
2024/25,regular,20,Bnei Sakhnin,20,11,-13
2024/25,regular,20,M. Petah Tikva,20,12,-18
2024/25,regular,20,FC Ashdod,14,13,-14
2024/25,regular,20,Hapoel Hadera,13,14,-16
2024/25,regular,21,H. Beer Sheva,47,1,27
2024/25,regular,21,M. Tel Aviv,45,2,24
2024/25,regular,21,Maccabi Haifa,41,3,22
2024/25,regular,21,B. Jerusalem,39,4,14
2024/25,regular,21,Hapoel Haifa,31,5,7
2024/25,regular,21,Maccabi Netanya,29,6,1
2024/25,regular,21,M. Bnei Reineh,28,7,-2
2024/25,regular,21,Kiryat Shmona,27,8,-12
2024/25,regular,21,H. Jerusalem,24,9,-4
2024/25,regular,21,M. Petah Tikva,21,10,-18
2024/25,regular,21,Ironi Tiberias,20,11,-13
2024/25,regular,21,Bnei Sakhnin,20,12,-14
2024/25,regular,21,FC Ashdod,15,13,-14
2024/25,regular,21,Hapoel Hadera,13,14,-18
2024/25,regular,22,H. Beer Sheva,50,1,29
2024/25,regular,22,M. Tel Aviv,48,2,25
2024/25,regular,22,Maccabi Haifa,42,3,22
2024/25,regular,22,B. Jerusalem,40,4,14
2024/25,regular,22,Hapoel Haifa,32,5,7
2024/25,regular,22,Maccabi Netanya,32,6,2
2024/25,regular,22,M. Bnei Reineh,28,7,-4
2024/25,regular,22,Kiryat Shmona,27,8,-13
2024/25,regular,22,H. Jerusalem,24,9,-5
2024/25,regular,22,M. Petah Tikva,24,10,-17
2024/25,regular,22,Bnei Sakhnin,23,11,-12
2024/25,regular,22,Ironi Tiberias,20,12,-14
2024/25,regular,22,FC Ashdod,15,13,-16
2024/25,regular,22,Hapoel Hadera,14,14,-18
2024/25,regular,23,H. Beer Sheva,53,1,33
2024/25,regular,23,M. Tel Aviv,51,2,27
2024/25,regular,23,Maccabi Haifa,43,3,22
2024/25,regular,23,B. Jerusalem,40,4,13
2024/25,regular,23,Hapoel Haifa,35,5,8
2024/25,regular,23,Maccabi Netanya,35,6,3
2024/25,regular,23,Kiryat Shmona,30,7,-11
2024/25,regular,23,M. Bnei Reineh,28,8,-7
2024/25,regular,23,H. Jerusalem,25,9,-5
2024/25,regular,23,M. Petah Tikva,24,10,-18
2024/25,regular,23,Bnei Sakhnin,23,11,-14
2024/25,regular,23,Ironi Tiberias,20,12,-18
2024/25,regular,23,FC Ashdod,18,13,-13
2024/25,regular,23,Hapoel Hadera,14,14,-20
2024/25,regular,24,H. Beer Sheva,56,1,34
2024/25,regular,24,M. Tel Aviv,51,2,26
2024/25,regular,24,Maccabi Haifa,46,3,23
2024/25,regular,24,B. Jerusalem,41,4,13
2024/25,regular,24,Hapoel Haifa,38,5,9
2024/25,regular,24,Maccabi Netanya,35,6,2
2024/25,regular,24,M. Bnei Reineh,31,7,-6
2024/25,regular,24,Kiryat Shmona,30,8,-12
2024/25,regular,24,H. Jerusalem,26,9,-5
2024/25,regular,24,M. Petah Tikva,24,10,-19
2024/25,regular,24,Bnei Sakhnin,23,11,-15
2024/25,regular,24,Ironi Tiberias,23,12,-17
2024/25,regular,24,FC Ashdod,18,13,-14
2024/25,regular,24,Hapoel Hadera,17,14,-19
2024/25,regular,25,H. Beer Sheva,57,1,34
2024/25,regular,25,M. Tel Aviv,54,2,27
2024/25,regular,25,Maccabi Haifa,47,3,23
2024/25,regular,25,B. Jerusalem,44,4,14
2024/25,regular,25,Hapoel Haifa,41,5,10
2024/25,regular,25,Maccabi Netanya,36,6,2
2024/25,regular,25,M. Bnei Reineh,31,7,-7
2024/25,regular,25,Kiryat Shmona,31,8,-12
2024/25,regular,25,H. Jerusalem,27,9,-5
2024/25,regular,25,Ironi Tiberias,26,10,-16
2024/25,regular,25,M. Petah Tikva,24,11,-20
2024/25,regular,25,Bnei Sakhnin,23,12,-16
2024/25,regular,25,FC Ashdod,19,13,-14
2024/25,regular,25,Hapoel Hadera,17,14,-20
2024/25,regular,26,H. Beer Sheva,58,1,34
2024/25,regular,26,M. Tel Aviv,57,2,29
2024/25,regular,26,Maccabi Haifa,47,3,22
2024/25,regular,26,B. Jerusalem,45,4,14
2024/25,regular,26,Hapoel Haifa,41,5,8
2024/25,regular,26,Maccabi Netanya,37,6,2
2024/25,regular,26,Kiryat Shmona,34,7,-10
2024/25,regular,26,M. Bnei Reineh,31,8,-8
2024/25,regular,26,H. Jerusalem,30,9,-3
2024/25,regular,26,Ironi Tiberias,27,10,-16
2024/25,regular,26,M. Petah Tikva,24,11,-22
2024/25,regular,26,Bnei Sakhnin,23,12,-18
2024/25,regular,26,FC Ashdod,22,13,-13
2024/25,regular,26,Hapoel Hadera,20,14,-19
