season,stage,local_round,global_round,team,rank_snap,position,points,survival_line_points,gap_to_survival,rank_floor,is_in_relegation_race,relegation_race_method
2010/11,regular,14,14,Hapoel Haifa,7,7,22.0,8.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,14,14,H. Beer Sheva,8,8,20.0,8.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,14,14,Maccabi Netanya,9,9,19.0,8.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,14,14,FC Ashdod,10,10,18.0,8.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,14,14,Bnei Yehuda,11,11,17.0,8.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,14,14,B. Jerusalem,12,12,15.0,8.0,7.0,10,False,full_season_with_relegation_playoff
2010/11,regular,14,14,H. Ashkelon,13,13,13.0,8.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,14,14,H. Petah Tikva,14,14,10.0,8.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,14,14,Bnei Sakhnin,15,15,8.0,8.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,14,14,H. Ramat Gan,16,16,7.0,8.0,1.0,10,True,full_season_with_relegation_playoff
2010/11,regular,15,15,Maccabi Haifa,1,1,34.0,8.0,26.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,Hapoel Tel Aviv,2,2,32.0,8.0,24.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,M. Tel Aviv,3,3,29.0,8.0,21.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,Kiryat Shmona,4,4,26.0,8.0,18.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,Hapoel Acre,5,5,25.0,8.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,M. Petah Tikva,6,6,25.0,8.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,Hapoel Haifa,7,7,22.0,8.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,FC Ashdod,8,8,21.0,8.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,H. Beer Sheva,9,9,20.0,8.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,Maccabi Netanya,10,10,19.0,8.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,B. Jerusalem,11,11,18.0,8.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,Bnei Yehuda,12,12,17.0,8.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,15,15,H. Petah Tikva,13,13,13.0,8.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,15,15,H. Ashkelon,14,14,13.0,8.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,15,15,Bnei Sakhnin,15,15,8.0,8.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,15,15,H. Ramat Gan,16,16,7.0,8.0,1.0,10,True,full_season_with_relegation_playoff
2010/11,regular,16,16,Maccabi Haifa,1,1,37.0,11.0,26.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,Hapoel Tel Aviv,2,2,35.0,11.0,24.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,M. Tel Aviv,3,3,29.0,11.0,18.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,Kiryat Shmona,4,4,26.0,11.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,M. Petah Tikva,5,5,25.0,11.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,Hapoel Acre,6,6,25.0,11.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,FC Ashdod,7,7,24.0,11.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,H. Beer Sheva,8,8,23.0,11.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,Hapoel Haifa,9,9,22.0,11.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,Maccabi Netanya,10,10,20.0,11.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,B. Jerusalem,11,11,19.0,11.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,Bnei Yehuda,12,12,18.0,11.0,7.0,10,False,full_season_with_relegation_playoff
2010/11,regular,16,16,H. Ashkelon,13,13,16.0,11.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,16,16,H. Petah Tikva,14,14,13.0,11.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,16,16,Bnei Sakhnin,15,15,11.0,11.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,16,16,H. Ramat Gan,16,16,8.0,11.0,3.0,10,True,full_season_with_relegation_playoff
2010/11,regular,17,17,Maccabi Haifa,1,1,40.0,11.0,29.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,Hapoel Tel Aviv,2,2,38.0,11.0,27.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,M. Tel Aviv,3,3,32.0,11.0,21.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,Kiryat Shmona,4,4,29.0,11.0,18.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,Hapoel Acre,5,5,28.0,11.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,M. Petah Tikva,6,6,25.0,11.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,Hapoel Haifa,7,7,25.0,11.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,FC Ashdod,8,8,24.0,11.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,H. Beer Sheva,9,9,24.0,11.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,Maccabi Netanya,10,10,23.0,11.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,B. Jerusalem,11,11,19.0,11.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,Bnei Yehuda,12,12,19.0,11.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,17,17,H. Ashkelon,13,13,16.0,11.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,17,17,H. Petah Tikva,14,14,13.0,11.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,17,17,Bnei Sakhnin,15,15,11.0,11.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,17,17,H. Ramat Gan,16,16,8.0,11.0,3.0,10,True,full_season_with_relegation_playoff
2010/11,regular,18,18,Hapoel Tel Aviv,1,1,41.0,11.0,30.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,Maccabi Haifa,2,2,41.0,11.0,30.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,M. Tel Aviv,3,3,35.0,11.0,24.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,Kiryat Shmona,4,4,32.0,11.0,21.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,M. Petah Tikva,5,5,28.0,11.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,Hapoel Acre,6,6,28.0,11.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,FC Ashdod,7,7,27.0,11.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,H. Beer Sheva,8,8,25.0,11.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,Hapoel Haifa,9,9,25.0,11.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,Maccabi Netanya,10,10,23.0,11.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,Bnei Yehuda,11,11,22.0,11.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,B. Jerusalem,12,12,19.0,11.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,H. Ashkelon,13,13,19.0,11.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,18,18,H. Petah Tikva,14,14,13.0,11.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,18,18,Bnei Sakhnin,15,15,11.0,11.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,18,18,H. Ramat Gan,16,16,8.0,11.0,3.0,10,True,full_season_with_relegation_playoff
2010/11,regular,19,19,Maccabi Haifa,1,1,44.0,14.0,30.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,Hapoel Tel Aviv,2,2,42.0,14.0,28.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,M. Tel Aviv,3,3,38.0,14.0,24.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,Kiryat Shmona,4,4,33.0,14.0,19.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,Hapoel Acre,5,5,29.0,14.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,M. Petah Tikva,6,6,28.0,14.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,FC Ashdod,7,7,27.0,14.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,Hapoel Haifa,8,8,26.0,14.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,H. Beer Sheva,9,9,25.0,14.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,Maccabi Netanya,10,10,24.0,14.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,B. Jerusalem,11,11,22.0,14.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,Bnei Yehuda,12,12,22.0,14.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,19,19,H. Ashkelon,13,13,20.0,14.0,6.0,10,True,full_season_with_relegation_playoff
2010/11,regular,19,19,Bnei Sakhnin,14,15,14.0,14.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,19,19,H. Petah Tikva,15,14,14.0,14.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,19,19,H. Ramat Gan,16,16,9.0,14.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,20,20,Hapoel Tel Aviv,1,1,45.0,14.0,31.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,Maccabi Haifa,2,2,45.0,14.0,31.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,M. Tel Aviv,3,3,41.0,14.0,27.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,Kiryat Shmona,4,4,36.0,14.0,22.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,M. Petah Tikva,5,5,31.0,14.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,Hapoel Acre,6,6,30.0,14.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,FC Ashdod,7,7,27.0,14.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,Hapoel Haifa,8,8,27.0,14.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,H. Beer Sheva,9,9,26.0,14.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,Bnei Yehuda,10,10,25.0,14.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,Maccabi Netanya,11,11,24.0,14.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,B. Jerusalem,12,12,23.0,14.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,20,20,H. Ashkelon,13,13,20.0,14.0,6.0,10,True,full_season_with_relegation_playoff
2010/11,regular,20,20,Bnei Sakhnin,14,14,15.0,14.0,1.0,10,True,full_season_with_relegation_playoff
2010/11,regular,20,20,H. Petah Tikva,15,15,14.0,14.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,20,20,H. Ramat Gan,16,16,9.0,14.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,21,21,Maccabi Haifa,1,1,48.0,15.0,33.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,Hapoel Tel Aviv,2,2,46.0,15.0,31.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,M. Tel Aviv,3,3,42.0,15.0,27.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,Kiryat Shmona,4,4,36.0,15.0,21.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,Hapoel Acre,5,5,33.0,15.0,18.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,M. Petah Tikva,6,6,31.0,15.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,Hapoel Haifa,7,7,30.0,15.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,H. Beer Sheva,8,8,29.0,15.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,Maccabi Netanya,9,9,27.0,15.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,FC Ashdod,10,10,27.0,15.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,Bnei Yehuda,11,11,26.0,15.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,B. Jerusalem,12,12,24.0,15.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,21,21,H. Ashkelon,13,13,20.0,15.0,5.0,10,True,full_season_with_relegation_playoff
2010/11,regular,21,21,H. Petah Tikva,14,14,17.0,15.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,21,21,Bnei Sakhnin,15,15,15.0,15.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,21,21,H. Ramat Gan,16,16,9.0,15.0,6.0,10,True,full_season_with_relegation_playoff
2010/11,regular,22,22,Maccabi Haifa,1,1,51.0,18.0,33.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,Hapoel Tel Aviv,2,2,49.0,18.0,31.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,M. Tel Aviv,3,3,45.0,18.0,27.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,Kiryat Shmona,4,4,39.0,18.0,21.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,Hapoel Acre,5,5,33.0,18.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,M. Petah Tikva,6,6,31.0,18.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,Maccabi Netanya,7,7,30.0,18.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,Hapoel Haifa,8,8,30.0,18.0,12.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,H. Beer Sheva,9,9,29.0,18.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,Bnei Yehuda,10,10,29.0,18.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,FC Ashdod,11,11,27.0,18.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,22,22,B. Jerusalem,12,12,24.0,18.0,6.0,10,True,full_season_with_relegation_playoff
2010/11,regular,22,22,H. Ashkelon,13,14,20.0,18.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,22,22,H. Petah Tikva,14,13,20.0,18.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,22,22,Bnei Sakhnin,15,15,18.0,18.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,22,22,H. Ramat Gan,16,16,9.0,18.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,Maccabi Haifa,1,1,54.0,18.0,36.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,Hapoel Tel Aviv,2,2,52.0,18.0,34.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,M. Tel Aviv,3,3,45.0,18.0,27.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,Kiryat Shmona,4,4,40.0,18.0,22.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,M. Petah Tikva,5,5,34.0,18.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,Hapoel Acre,6,6,34.0,18.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,Maccabi Netanya,7,7,33.0,18.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,Hapoel Haifa,8,8,33.0,18.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,Bnei Yehuda,9,9,32.0,18.0,14.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,H. Beer Sheva,10,10,29.0,18.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,FC Ashdod,11,11,28.0,18.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,B. Jerusalem,12,12,25.0,18.0,7.0,10,False,full_season_with_relegation_playoff
2010/11,regular,23,23,H. Petah Tikva,13,13,20.0,18.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,23,23,H. Ashkelon,14,14,20.0,18.0,2.0,10,True,full_season_with_relegation_playoff
2010/11,regular,23,23,Bnei Sakhnin,15,15,18.0,18.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,23,23,H. Ramat Gan,16,16,9.0,18.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,Hapoel Tel Aviv,1,1,55.0,19.0,36.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,Maccabi Haifa,2,2,54.0,19.0,35.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,M. Tel Aviv,3,3,48.0,19.0,29.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,Kiryat Shmona,4,4,40.0,19.0,21.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,M. Petah Tikva,5,5,35.0,19.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,Hapoel Acre,6,6,35.0,19.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,Bnei Yehuda,7,7,35.0,19.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,Maccabi Netanya,8,8,34.0,19.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,Hapoel Haifa,9,9,34.0,19.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,H. Beer Sheva,10,10,30.0,19.0,11.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,FC Ashdod,11,11,29.0,19.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,24,24,B. Jerusalem,12,12,25.0,19.0,6.0,10,True,full_season_with_relegation_playoff
2010/11,regular,24,24,H. Petah Tikva,13,13,23.0,19.0,4.0,10,True,full_season_with_relegation_playoff
2010/11,regular,24,24,H. Ashkelon,14,14,20.0,19.0,1.0,10,True,full_season_with_relegation_playoff
2010/11,regular,24,24,Bnei Sakhnin,15,15,19.0,19.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,24,24,H. Ramat Gan,16,16,10.0,19.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,Maccabi Haifa,1,1,57.0,20.0,37.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,Hapoel Tel Aviv,2,2,55.0,20.0,35.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,M. Tel Aviv,3,3,49.0,20.0,29.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,Kiryat Shmona,4,4,41.0,20.0,21.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,M. Petah Tikva,5,5,38.0,20.0,18.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,Bnei Yehuda,6,6,38.0,20.0,18.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,Hapoel Haifa,7,7,37.0,20.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,Hapoel Acre,8,8,36.0,20.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,Maccabi Netanya,9,9,35.0,20.0,15.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,H. Beer Sheva,10,10,30.0,20.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,FC Ashdod,11,11,29.0,20.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,B. Jerusalem,12,12,28.0,20.0,8.0,10,False,full_season_with_relegation_playoff
2010/11,regular,25,25,H. Petah Tikva,13,13,24.0,20.0,4.0,10,True,full_season_with_relegation_playoff
2010/11,regular,25,25,Bnei Sakhnin,14,14,20.0,20.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,25,25,H. Ashkelon,15,15,20.0,20.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,25,25,H. Ramat Gan,16,16,10.0,20.0,10.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Maccabi Haifa,1,1,60.0,20.0,40.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Hapoel Tel Aviv,2,2,58.0,20.0,38.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,M. Tel Aviv,3,3,49.0,20.0,29.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Kiryat Shmona,4,4,44.0,20.0,24.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,M. Petah Tikva,5,5,39.0,20.0,19.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Bnei Yehuda,6,6,39.0,20.0,19.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Hapoel Acre,7,7,37.0,20.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Hapoel Haifa,8,8,37.0,20.0,17.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Maccabi Netanya,9,9,36.0,20.0,16.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,H. Beer Sheva,10,10,33.0,20.0,13.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,B. Jerusalem,11,11,29.0,20.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,FC Ashdod,12,12,29.0,20.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,H. Petah Tikva,13,13,27.0,20.0,7.0,10,False,full_season_with_relegation_playoff
2010/11,regular,26,26,Bnei Sakhnin,14,14,20.0,20.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,26,26,H. Ashkelon,15,15,20.0,20.0,0.0,10,True,full_season_with_relegation_playoff
2010/11,regular,26,26,H. Ramat Gan,16,16,11.0,20.0,9.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,Maccabi Haifa,1,1,63.0,20.0,43.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,Hapoel Tel Aviv,2,2,59.0,20.0,39.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,M. Tel Aviv,3,3,49.0,20.0,29.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,Kiryat Shmona,4,4,45.0,20.0,25.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,M. Petah Tikva,5,5,40.0,20.0,20.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,Hapoel Acre,6,6,40.0,20.0,20.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,Maccabi Netanya,7,7,39.0,20.0,19.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,Bnei Yehuda,8,8,39.0,20.0,19.0,10,False,full_season_with_relegation_playoff
2010/11,regular,27,27,Hapoel Haifa,9,9,37.0,20.0,17.0,10,False,full_season_with_relegation_playoff
