season,stage,local_round,global_round,team,rank_snap,position,points,survival_line_points,gap_to_survival,rank_floor,is_in_relegation_race,relegation_race_method
2014/15,regular,25,25,Hapoel Tel Aviv,10,10,29.0,23.0,6.0,8,True,full_season_with_relegation_playoff
2014/15,regular,25,25,FC Ashdod,11,11,27.0,23.0,4.0,8,True,full_season_with_relegation_playoff
2014/15,regular,25,25,Hapoel Haifa,12,12,26.0,23.0,3.0,8,True,full_season_with_relegation_playoff
2014/15,regular,25,25,H. Petah Tikva,13,13,23.0,23.0,0.0,8,True,full_season_with_relegation_playoff
2014/15,regular,25,25,Hapoel Acre,14,14,19.0,23.0,4.0,8,True,full_season_with_relegation_playoff
2014/15,regular,26,26,M. Tel Aviv,1,1,54.0,23.0,31.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,H. Beer Sheva,2,2,49.0,23.0,26.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,Kiryat Shmona,3,3,47.0,23.0,24.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,B. Jerusalem,4,4,40.0,23.0,17.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,M. Petah Tikva,5,5,39.0,23.0,16.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,Maccabi Haifa,6,6,37.0,23.0,14.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,Hapoel Raanana,7,7,34.0,23.0,11.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,Maccabi Netanya,8,8,33.0,23.0,10.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,Bnei Sakhnin,9,9,30.0,23.0,7.0,8,False,full_season_with_relegation_playoff
2014/15,regular,26,26,Hapoel Tel Aviv,10,10,29.0,23.0,6.0,8,True,full_season_with_relegation_playoff
2014/15,regular,26,26,FC Ashdod,11,11,27.0,23.0,4.0,8,True,full_season_with_relegation_playoff
2014/15,regular,26,26,Hapoel Haifa,12,12,26.0,23.0,3.0,8,True,full_season_with_relegation_playoff
2014/15,regular,26,26,H. Petah Tikva,13,13,23.0,23.0,0.0,8,True,full_season_with_relegation_playoff
2014/15,regular,26,26,Hapoel Acre,14,14,22.0,23.0,1.0,8,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,Hapoel Raanana,1,1,37.0,23.0,14.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,Maccabi Netanya,2,2,36.0,23.0,13.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,Bnei Sakhnin,3,3,33.0,23.0,10.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,Hapoel Tel Aviv,4,4,32.0,23.0,9.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,FC Ashdod,5,5,27.0,23.0,4.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,Hapoel Haifa,6,6,26.0,23.0,3.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,H. Petah Tikva,7,7,23.0,23.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,1,27,Hapoel Acre,8,8,22.0,23.0,1.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,Maccabi Netanya,1,1,39.0,23.0,16.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,Hapoel Raanana,2,2,37.0,23.0,14.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,Bnei Sakhnin,3,3,36.0,23.0,13.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,Hapoel Tel Aviv,4,4,35.0,23.0,12.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,FC Ashdod,5,5,28.0,23.0,5.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,Hapoel Haifa,6,6,26.0,23.0,3.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,H. Petah Tikva,7,7,23.0,23.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,2,28,Hapoel Acre,8,8,23.0,23.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,Maccabi Netanya,1,1,40.0,26.0,14.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,Hapoel Raanana,2,2,38.0,26.0,12.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,Bnei Sakhnin,3,3,37.0,26.0,11.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,Hapoel Tel Aviv,4,4,35.0,26.0,9.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,FC Ashdod,5,5,29.0,26.0,3.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,H. Petah Tikva,6,6,26.0,26.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,Hapoel Acre,7,7,26.0,26.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,3,29,Hapoel Haifa,8,8,26.0,26.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,Bnei Sakhnin,1,1,40.0,27.0,13.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,Maccabi Netanya,2,2,40.0,27.0,13.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,Hapoel Raanana,3,3,39.0,27.0,12.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,Hapoel Tel Aviv,4,4,36.0,27.0,9.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,FC Ashdod,5,5,30.0,27.0,3.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,Hapoel Acre,6,6,29.0,27.0,2.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,Hapoel Haifa,7,7,27.0,27.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,4,30,H. Petah Tikva,8,8,26.0,27.0,1.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,Bnei Sakhnin,1,1,41.0,30.0,11.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,Maccabi Netanya,2,2,40.0,30.0,10.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,Hapoel Raanana,3,3,39.0,30.0,9.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,Hapoel Tel Aviv,4,4,39.0,30.0,9.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,Hapoel Acre,5,5,32.0,30.0,2.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,FC Ashdod,6,6,31.0,30.0,1.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,Hapoel Haifa,7,7,30.0,30.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,5,31,H. Petah Tikva,8,8,26.0,30.0,4.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,Bnei Sakhnin,1,1,44.0,31.0,13.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,Maccabi Netanya,2,2,40.0,31.0,9.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,Hapoel Raanana,3,3,39.0,31.0,8.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,Hapoel Tel Aviv,4,4,39.0,31.0,8.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,Hapoel Acre,5,5,35.0,31.0,4.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,Hapoel Haifa,6,6,33.0,31.0,2.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,FC Ashdod,7,7,31.0,31.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,6,32,H. Petah Tikva,8,8,29.0,31.0,2.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,Bnei Sakhnin,1,1,44.0,32.0,12.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,Hapoel Tel Aviv,2,2,42.0,32.0,10.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,Maccabi Netanya,3,3,41.0,32.0,9.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,Hapoel Raanana,4,4,39.0,32.0,7.0,2,False,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,Hapoel Acre,5,5,38.0,32.0,6.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,Hapoel Haifa,6,6,34.0,32.0,2.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,H. Petah Tikva,7,7,32.0,32.0,0.0,2,True,full_season_with_relegation_playoff
2014/15,relegation_playoff,7,33,FC Ashdod,8,8,31.0,32.0,1.0,2,True,full_season_with_relegation_playoff
2015/16,regular,1,1,Bnei Yehuda,1,1,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,1,1,H. Beer Sheva,2,2,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,1,1,Hapoel Haifa,3,4,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,1,1,M. Petah Tikva,4,4,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,1,1,M. Tel Aviv,5,3,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,1,1,B. Jerusalem,6,8,1.0,0.0,1.0,8,False,full_season_with_relegation_playoff
2015/16,regular,1,1,H. Kfar Saba,7,6,1.0,0.0,1.0,8,False,full_season_with_relegation_playoff
2015/16,regular,1,1,Hapoel Raanana,8,6,1.0,0.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,1,1,Hapoel Tel Aviv,9,8,1.0,0.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,1,1,Bnei Sakhnin,10,10,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,1,1,Hapoel Acre,11,11,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,1,1,Maccabi Netanya,12,11,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,1,1,Kiryat Shmona,13,13,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,1,1,Maccabi Haifa,14,14,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,2,2,M. Petah Tikva,1,1,6.0,0.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,2,2,M. Tel Aviv,2,2,6.0,0.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,2,2,H. Kfar Saba,3,4,4.0,0.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,2,2,Hapoel Raanana,4,3,4.0,0.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,2,2,Bnei Yehuda,5,6,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,2,2,H. Beer Sheva,6,6,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,2,2,Hapoel Acre,7,8,3.0,0.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,2,2,Kiryat Shmona,8,5,3.0,0.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,2,2,Hapoel Haifa,9,9,3.0,0.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,2,2,B. Jerusalem,10,10,2.0,0.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,2,2,Maccabi Netanya,11,11,1.0,0.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,2,2,Hapoel Tel Aviv,12,12,1.0,0.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,2,2,Bnei Sakhnin,13,13,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,2,2,Maccabi Haifa,14,14,0.0,0.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,3,3,M. Petah Tikva,1,1,9.0,1.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,3,3,M. Tel Aviv,2,2,7.0,1.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,3,3,H. Beer Sheva,3,3,6.0,1.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,3,3,Hapoel Acre,4,4,6.0,1.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,3,3,Kiryat Shmona,5,5,4.0,1.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,3,3,H. Kfar Saba,6,7,4.0,1.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,3,3,Hapoel Raanana,7,6,4.0,1.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,3,3,Hapoel Haifa,8,8,4.0,1.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,3,3,B. Jerusalem,9,9,3.0,1.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,3,3,Bnei Yehuda,10,10,3.0,1.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,3,3,Maccabi Netanya,11,11,2.0,1.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,3,3,Hapoel Tel Aviv,12,12,2.0,1.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,3,3,Bnei Sakhnin,13,13,1.0,1.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,3,3,Maccabi Haifa,14,14,1.0,1.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,4,4,M. Petah Tikva,1,1,12.0,3.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,4,4,H. Beer Sheva,2,2,7.0,3.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,4,4,Hapoel Raanana,3,3,7.0,3.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,4,4,M. Tel Aviv,4,4,7.0,3.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,4,4,Bnei Yehuda,5,5,6.0,3.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,4,4,Hapoel Acre,6,6,6.0,3.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,4,4,Kiryat Shmona,7,7,5.0,3.0,2.0,8,False,full_season_with_relegation_playoff
2015/16,regular,4,4,Hapoel Tel Aviv,8,8,5.0,3.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,4,4,Bnei Sakhnin,9,9,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,4,4,H. Kfar Saba,10,10,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,4,4,Hapoel Haifa,11,11,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,4,4,B. Jerusalem,12,12,3.0,3.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,4,4,Maccabi Netanya,13,12,3.0,3.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,4,4,Maccabi Haifa,14,14,2.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,5,5,M. Petah Tikva,1,1,12.0,3.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,5,5,M. Tel Aviv,2,2,10.0,3.0,7.0,8,False,full_season_with_relegation_playoff
2015/16,regular,5,5,Hapoel Acre,3,3,9.0,3.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,5,5,Hapoel Raanana,4,4,8.0,3.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,5,5,Hapoel Tel Aviv,5,5,8.0,3.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,5,5,Bnei Sakhnin,6,6,7.0,3.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,5,5,H. Beer Sheva,7,7,7.0,3.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,5,5,Hapoel Haifa,8,8,7.0,3.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,5,5,B. Jerusalem,9,10,6.0,3.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,5,5,Kiryat Shmona,10,9,6.0,3.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,5,5,Bnei Yehuda,11,11,6.0,3.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,5,5,H. Kfar Saba,12,12,4.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,5,5,Maccabi Netanya,13,13,3.0,3.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,5,5,Maccabi Haifa,14,14,2.0,3.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,6,6,M. Tel Aviv,1,1,13.0,5.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,6,6,M. Petah Tikva,2,2,12.0,5.0,7.0,8,False,full_season_with_relegation_playoff
2015/16,regular,6,6,H. Beer Sheva,3,3,10.0,5.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,6,6,Kiryat Shmona,4,4,9.0,5.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,6,6,B. Jerusalem,5,5,9.0,5.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,6,6,Hapoel Tel Aviv,6,6,9.0,5.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,6,6,Hapoel Acre,7,7,9.0,5.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,6,6,Hapoel Raanana,8,8,8.0,5.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,6,6,Bnei Sakhnin,9,9,7.0,5.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,6,6,Hapoel Haifa,10,10,7.0,5.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,6,6,Maccabi Netanya,11,11,6.0,5.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,6,6,Bnei Yehuda,12,12,6.0,5.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,6,6,H. Kfar Saba,13,13,5.0,5.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,6,6,Maccabi Haifa,14,14,5.0,5.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,7,7,M. Tel Aviv,1,1,16.0,6.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,7,7,H. Beer Sheva,2,2,13.0,6.0,7.0,8,False,full_season_with_relegation_playoff
2015/16,regular,7,7,Kiryat Shmona,3,3,12.0,6.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,7,7,M. Petah Tikva,4,4,12.0,6.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,7,7,Hapoel Raanana,5,5,11.0,6.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,7,7,Bnei Sakhnin,6,6,10.0,6.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,7,7,B. Jerusalem,7,7,9.0,6.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,7,7,Bnei Yehuda,8,8,9.0,6.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,7,7,Hapoel Tel Aviv,9,9,9.0,6.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,7,7,Hapoel Acre,10,10,9.0,6.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,7,7,H. Kfar Saba,11,11,8.0,6.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,7,7,Hapoel Haifa,12,12,7.0,6.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,7,7,Maccabi Netanya,13,13,6.0,6.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,7,7,Maccabi Haifa,14,14,5.0,6.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,8,8,H. Beer Sheva,1,1,16.0,8.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,8,8,M. Tel Aviv,2,2,16.0,8.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,8,8,Hapoel Raanana,3,3,14.0,8.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,8,8,Kiryat Shmona,4,4,13.0,8.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,8,8,B. Jerusalem,5,5,12.0,8.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,8,8,M. Petah Tikva,6,6,12.0,8.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,8,8,Bnei Sakhnin,7,7,11.0,8.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,8,8,Bnei Yehuda,8,8,10.0,8.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,8,8,H. Kfar Saba,9,9,9.0,8.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,8,8,Hapoel Tel Aviv,10,10,9.0,8.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,8,8,Hapoel Acre,11,11,9.0,8.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,8,8,Maccabi Haifa,12,12,8.0,8.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,8,8,Hapoel Haifa,13,13,8.0,8.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,8,8,Maccabi Netanya,14,14,7.0,8.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,9,9,H. Beer Sheva,1,1,19.0,9.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,9,9,M. Tel Aviv,2,2,19.0,9.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,9,9,B. Jerusalem,3,3,15.0,9.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,9,9,Kiryat Shmona,4,4,14.0,9.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,9,9,Hapoel Raanana,5,5,14.0,9.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,9,9,M. Petah Tikva,6,6,13.0,9.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,9,9,Bnei Yehuda,7,7,13.0,9.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,9,9,Bnei Sakhnin,8,8,11.0,9.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,9,9,Hapoel Haifa,9,9,11.0,9.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,9,9,Hapoel Acre,10,10,10.0,9.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,9,9,Maccabi Haifa,11,11,9.0,9.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,9,9,H. Kfar Saba,12,12,9.0,9.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,9,9,Hapoel Tel Aviv,13,13,9.0,9.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,9,9,Maccabi Netanya,14,14,7.0,9.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,10,10,H. Beer Sheva,1,1,22.0,9.0,13.0,8,False,full_season_with_relegation_playoff
2015/16,regular,10,10,M. Tel Aviv,2,2,22.0,9.0,13.0,8,False,full_season_with_relegation_playoff
2015/16,regular,10,10,B. Jerusalem,3,3,18.0,9.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,10,10,Kiryat Shmona,4,4,15.0,9.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,10,10,Hapoel Raanana,5,5,14.0,9.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,10,10,Bnei Yehuda,6,6,14.0,9.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,10,10,M. Petah Tikva,7,7,13.0,9.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,10,10,Hapoel Acre,8,8,13.0,9.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,10,10,Bnei Sakhnin,9,9,12.0,9.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,10,10,Hapoel Tel Aviv,10,10,12.0,9.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,10,10,Hapoel Haifa,11,11,11.0,9.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,10,10,H. Kfar Saba,12,12,10.0,9.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,10,10,Maccabi Haifa,13,13,9.0,9.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,10,10,Maccabi Netanya,14,14,7.0,9.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,11,11,M. Tel Aviv,1,1,25.0,11.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,regular,11,11,H. Beer Sheva,2,2,23.0,11.0,12.0,8,False,full_season_with_relegation_playoff
2015/16,regular,11,11,B. Jerusalem,3,3,21.0,11.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,11,11,Hapoel Raanana,4,4,17.0,11.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,11,11,M. Petah Tikva,5,5,16.0,11.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,11,11,Kiryat Shmona,6,6,15.0,11.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,11,11,Bnei Yehuda,7,7,15.0,11.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,11,11,H. Kfar Saba,8,8,13.0,11.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,11,11,Hapoel Acre,9,9,13.0,11.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,11,11,Bnei Sakhnin,10,10,12.0,11.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,11,11,Maccabi Haifa,11,11,12.0,11.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,11,11,Hapoel Tel Aviv,12,12,12.0,11.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,11,11,Hapoel Haifa,13,13,11.0,11.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,11,11,Maccabi Netanya,14,14,7.0,11.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,12,12,M. Tel Aviv,1,1,28.0,12.0,16.0,8,False,full_season_with_relegation_playoff
2015/16,regular,12,12,H. Beer Sheva,2,2,26.0,12.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,regular,12,12,B. Jerusalem,3,3,21.0,12.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,12,12,M. Petah Tikva,4,4,19.0,12.0,7.0,8,False,full_season_with_relegation_playoff
2015/16,regular,12,12,Hapoel Raanana,5,5,18.0,12.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,12,12,Kiryat Shmona,6,6,15.0,12.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,12,12,Bnei Sakhnin,7,7,15.0,12.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,12,12,Maccabi Haifa,8,8,15.0,12.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,12,12,Bnei Yehuda,9,9,15.0,12.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,12,12,Hapoel Tel Aviv,10,10,15.0,12.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,12,12,H. Kfar Saba,11,11,13.0,12.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,12,12,Hapoel Acre,12,12,13.0,12.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,12,12,Hapoel Haifa,13,13,12.0,12.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,12,12,Maccabi Netanya,14,14,7.0,12.0,5.0,8,True,full_season_with_relegation_playoff
